client,success,platform,time
14727,True,tablet,1585403917
25563,True,phone,1585466099
6868,False,computer,1585458788
79769,True,computer,1585414106
34121,True,phone,1585420983
84109,False,phone,1585475934
71666,True,phone,1585457844
83270,False,phone,1585415783
79085,True,phone,1585457296
60719,True,phone,1585446279
47375,False,computer,1585453067
82563,True,phone,1585453291
66642,True,computer,1585450559
95690,False,computer,1585409141
23095,False,phone,1585477562
79059,True,phone,1585410024
49692,True,computer,1585440518
82947,True,phone,1585473274
95338,True,phone,1585420765
2895,False,phone,1585443774
61473,True,phone,1585419357
36165,True,phone,1585445987
1782,True,phone,1585467647
66301,True,tablet,1585450760
60334,False,computer,1585470333
93156,True,computer,1585405007
10001,True,phone,1585416118
85571,True,computer,1585443532
87932,True,phone,1585464195
92408,True,phone,1585471146
21156,True,phone,1585454641
47276,True,phone,1585407779
50133,False,phone,1585424492
17904,True,phone,1585402197
79806,True,phone,1585401815
73089,True,computer,1585469184
3951,False,phone,1585447703
85830,True,computer,1585451708
47347,True,phone,1585474002
17530,True,computer,1585405499
30006,True,phone,1585442437
80014,True,computer,1585403535
42627,False,computer,1585424632
50139,False,phone,1585437494
56348,True,computer,1585401477
88192,True,phone,1585479900
38652,True,phone,1585418836
23981,True,phone,1585458260
36350,True,phone,1585474525
55541,True,phone,1585444625
3610,False,computer,1585401644
95137,True,phone,1585444795
42195,True,phone,1585464219
24342,False,computer,1585449049
71402,True,phone,1585451542
60365,False,phone,1585406343
59282,True,phone,1585448214
45689,False,computer,1585423895
40838,True,phone,1585442101
12179,True,computer,1585419765
22262,False,phone,1585428860
69159,False,computer,1585415277
52216,True,computer,1585406993
23219,False,phone,1585455380
328,False,phone,1585444555
31248,True,phone,1585449691
40292,True,phone,1585430337
93283,True,computer,1585427543
76078,False,phone,1585415484
49101,True,tablet,1585430017
78349,True,phone,1585420248
61468,True,phone,1585404325
45372,True,phone,1585421323
83274,True,computer,1585430171
97751,True,phone,1585477526
98047,True,phone,1585458144
41687,True,computer,1585429338
55272,True,computer,1585466156
21253,True,phone,1585421394
37843,True,phone,1585465646
61468,True,computer,1585438878
44413,True,computer,1585411862
36011,False,phone,1585474986
46346,True,phone,1585452839
53880,True,computer,1585437568
25803,True,computer,1585434993
72523,True,computer,1585448089
30296,True,phone,1585412634
30569,True,phone,1585437612
16485,False,computer,1585437184
41060,True,phone,1585455046
25003,True,tablet,1585442628
41008,False,phone,1585446866
961,True,phone,1585442253
95186,True,phone,1585465469
34630,True,phone,1585467143
17670,True,computer,1585429435
24937,True,phone,1585432678
2011,True,phone,1585476027
95455,False,computer,1585440123
90205,True,computer,1585468489
97067,False,phone,1585429078
73357,True,computer,1585415561
78349,True,phone,1585454076
86533,True,computer,1585478265
68986,True,tablet,1585405870
90304,True,phone,1585445527
40087,True,tablet,1585474677
56953,True,computer,1585422710
85557,True,phone,1585437808
73786,True,phone,1585474529
13568,True,phone,1585469987
59623,True,phone,1585460340
92584,True,computer,1585451264
30434,False,computer,1585462175
30889,False,phone,1585452643
11496,False,tablet,1585414430
80473,True,phone,1585472585
12179,True,computer,1585443217
88371,False,computer,1585432205
61473,True,phone,1585405401
57389,True,phone,1585450915
84129,False,computer,1585454548
51634,False,computer,1585433904
90648,True,tablet,1585442990
36165,True,phone,1585448803
78418,True,computer,1585453303
78598,False,phone,1585442226
316,True,tablet,1585437104
11146,True,phone,1585457289
11313,True,computer,1585474429
32081,True,phone,1585422803
93596,False,computer,1585462517
57287,False,computer,1585420373
55912,True,phone,1585431988
13650,True,phone,1585464498
56115,False,phone,1585400580
63127,False,computer,1585430589
41350,False,phone,1585464553
51597,False,phone,1585459663
52870,True,tablet,1585467866
26391,True,computer,1585455760
88736,True,phone,1585429831
14131,False,phone,1585471922
57628,True,computer,1585419965
32738,False,phone,1585443139
53542,True,computer,1585440323
42530,True,phone,1585447539
36047,False,phone,1585464654
55856,True,phone,1585404161
73809,True,computer,1585452820
61337,True,phone,1585426086
92584,True,phone,1585420125
52210,True,tablet,1585464818
49809,False,phone,1585402341
43422,False,phone,1585420543
97934,True,phone,1585453273
58063,False,computer,1585420549
63415,True,phone,1585462807
9546,True,computer,1585409109
57265,True,phone,1585436951
59001,True,phone,1585446397
29680,True,phone,1585468514
19565,True,computer,1585415560
30440,False,phone,1585467306
6510,True,computer,1585420722
2089,False,phone,1585430589
62435,True,phone,1585401290
95335,True,computer,1585461663
20009,False,computer,1585453126
52826,True,tablet,1585422056
5810,True,computer,1585479616
7287,True,phone,1585428320
90913,False,phone,1585468516
72360,False,computer,1585475325
62254,True,phone,1585428898
81947,True,phone,1585441688
79139,True,computer,1585455493
14477,False,phone,1585442706
99711,True,phone,1585448193
70246,False,phone,1585418469
71717,False,computer,1585439997
89183,True,phone,1585432790
24088,True,phone,1585474947
73528,True,phone,1585464060
89626,True,tablet,1585439964
80260,False,phone,1585461755
67322,False,phone,1585465308
24829,True,phone,1585477487
47255,False,phone,1585476953
99413,True,phone,1585464296
71119,True,computer,1585412556
48016,True,phone,1585413474
84238,True,tablet,1585420865
39022,False,computer,1585419188
35107,True,phone,1585463154
11031,True,computer,1585449214
90402,True,computer,1585434291
86977,True,phone,1585436880
29402,True,phone,1585458398
35709,True,phone,1585476744
67431,False,phone,1585465352
82259,True,phone,1585470404
49989,True,phone,1585462513
88016,False,phone,1585459373
12179,True,computer,1585478521
99131,True,computer,1585415439
50287,True,phone,1585437329
39899,True,computer,1585421240
76275,True,computer,1585463554
51614,False,phone,1585445483
43585,True,tablet,1585476149
34279,True,computer,1585426156
90613,True,phone,1585400833
55694,True,phone,1585416633
87548,True,phone,1585409940
38546,False,computer,1585447826
28719,True,phone,1585444009
95571,False,computer,1585469511
43471,True,computer,1585420236
24767,True,phone,1585472619
66413,True,phone,1585443248
81817,True,phone,1585469144
90529,False,phone,1585450460
71342,True,computer,1585455049
28625,True,computer,1585419791
51054,True,computer,1585474151
76047,True,computer,1585476589
30488,False,computer,1585455342
11427,True,computer,1585447425
18216,True,phone,1585411801
69997,True,phone,1585450792
93357,True,computer,1585460269
87928,True,computer,1585422365
77309,True,computer,1585402217
86028,True,phone,1585403481
88795,True,computer,1585443442
33530,False,computer,1585455275
82011,True,phone,1585431787
60779,True,computer,1585447326
98607,False,phone,1585472338
41359,True,phone,1585460381
78042,False,phone,1585409550
5829,True,phone,1585405520
78349,True,phone,1585445321
78349,True,computer,1585478053
52870,True,phone,1585417938
14801,True,phone,1585451993
71014,True,computer,1585459071
29894,True,phone,1585414136
95196,False,phone,1585463683
15640,True,phone,1585442424
95822,True,tablet,1585452659
39917,True,phone,1585416522
61473,True,phone,1585455578
19727,False,phone,1585429956
76032,True,computer,1585473794
96064,True,phone,1585466489
11662,True,computer,1585442083
47905,False,phone,1585436663
18735,True,phone,1585462697
47334,True,computer,1585406290
32517,True,phone,1585464701
92584,True,phone,1585406180
54186,True,computer,1585451046
78546,True,computer,1585436351
92625,True,computer,1585470585
88431,True,phone,1585421440
4941,False,phone,1585414514
14903,False,computer,1585474550
87960,True,phone,1585424447
51091,True,phone,1585479980
61422,True,phone,1585449397
87341,True,tablet,1585439478
8648,True,phone,1585456767
23598,True,computer,1585426800
34968,True,phone,1585404103
73788,True,computer,1585441777
6534,False,phone,1585429196
68474,True,phone,1585440820
13117,True,phone,1585401097
80127,True,phone,1585434925
19360,True,computer,1585454124
69096,False,computer,1585471902
74013,False,computer,1585405327
36165,True,phone,1585479259
18199,True,phone,1585404256
11034,False,phone,1585448083
14205,True,phone,1585429314
61845,True,phone,1585453159
90530,True,phone,1585428957
97164,True,phone,1585444183
61677,False,phone,1585473193
61468,True,phone,1585430929
80874,True,phone,1585476068
45268,True,phone,1585408741
12179,True,phone,1585418830
41794,True,phone,1585400643
19985,True,phone,1585446132
94383,True,phone,1585420120
96074,True,computer,1585471943
40954,True,computer,1585475209
61468,False,phone,1585406918
53132,True,computer,1585423973
76526,True,tablet,1585403663
66661,False,phone,1585413179
79092,True,phone,1585449517
99301,False,computer,1585478077
49598,False,computer,1585421358
26455,False,computer,1585455256
36165,True,phone,1585453653
82457,False,phone,1585413742
5820,True,phone,1585422634
60513,True,computer,1585447739
82563,True,phone,1585419439
89953,False,phone,1585454688
47848,True,phone,1585411945
18701,False,computer,1585453475
52840,True,phone,1585463984
67081,True,tablet,1585410998
16238,True,phone,1585465214
89368,True,computer,1585464247
63401,False,computer,1585401037
18937,False,phone,1585461682
79320,True,phone,1585434749
39467,True,phone,1585474551
3536,True,phone,1585431439
99263,True,computer,1585418815
46259,False,phone,1585466061
85903,False,tablet,1585435754
82038,True,tablet,1585424629
93768,True,phone,1585422704
79417,True,phone,1585458867
73953,True,tablet,1585414165
33380,True,phone,1585440587
53443,True,phone,1585445866
75,True,phone,1585475202
79958,True,computer,1585446341
30281,False,phone,1585438645
6638,False,computer,1585447175
86758,True,phone,1585428189
83540,False,phone,1585453131
66491,True,tablet,1585455905
69099,False,computer,1585459825
97902,True,phone,1585466478
52870,True,computer,1585417215
78349,True,phone,1585476345
5071,True,phone,1585410404
82800,True,computer,1585409122
31047,True,phone,1585473870
2816,False,phone,1585413973
52870,True,phone,1585448348
70028,True,phone,1585435074
36165,True,phone,1585469875
31273,False,computer,1585441740
37123,True,computer,1585452609
73522,True,computer,1585448874
12179,True,phone,1585472075
28719,True,computer,1585477569
52931,False,computer,1585453636
38359,True,computer,1585462507
42616,True,tablet,1585402191
6534,True,computer,1585462505
37246,False,computer,1585470469
14406,True,phone,1585461058
81407,False,phone,1585455183
11500,False,phone,1585415834
73445,True,computer,1585471245
74068,True,computer,1585447988
47120,False,computer,1585401067
72839,True,tablet,1585451730
51898,False,computer,1585428436
37333,True,phone,1585400307
63294,False,phone,1585458203
22799,True,phone,1585452760
67397,True,computer,1585412485
43134,False,computer,1585409318
17127,False,phone,1585425247
28750,True,computer,1585431260
32075,False,computer,1585420964
72463,True,computer,1585470722
2001,True,computer,1585430471
67372,True,phone,1585418096
87419,True,phone,1585437516
42930,False,computer,1585429289
21485,True,phone,1585432913
19162,False,phone,1585457664
57850,True,phone,1585420573
64321,False,phone,1585420650
53347,True,phone,1585477355
93879,True,computer,1585411069
97728,True,phone,1585415020
87828,True,phone,1585442112
12179,True,phone,1585472124
40653,True,phone,1585457809
35404,False,computer,1585472928
92226,True,phone,1585428197
62508,True,computer,1585416416
89636,True,phone,1585451533
54571,True,phone,1585461006
42970,True,phone,1585405813
86122,False,computer,1585458726
78057,True,computer,1585437862
32030,True,phone,1585418480
78083,False,computer,1585442188
69480,True,computer,1585447112
70073,False,phone,1585417212
66636,False,computer,1585461142
52005,True,computer,1585405450
85925,True,phone,1585447451
74490,True,phone,1585425434
18220,False,phone,1585460311
28166,True,phone,1585407505
38004,True,phone,1585419079
77443,True,computer,1585429173
36165,True,computer,1585473110
4951,False,phone,1585435164
16766,False,tablet,1585430340
33625,True,computer,1585413360
15922,False,computer,1585443032
81491,True,phone,1585429697
59566,False,computer,1585452822
7358,False,computer,1585463743
12179,True,phone,1585436481
87511,True,phone,1585434078
46333,False,phone,1585461799
79475,True,phone,1585450435
46120,True,phone,1585409995
77581,True,phone,1585457535
3569,True,phone,1585479412
14965,True,phone,1585405967
33331,False,phone,1585473991
70559,True,computer,1585442664
78349,True,phone,1585411731
68133,False,phone,1585464884
83632,False,phone,1585419762
35767,True,phone,1585409882
68045,False,phone,1585467320
16708,True,computer,1585412861
62322,True,phone,1585442850
99085,True,computer,1585475543
1374,True,computer,1585400057
77870,True,computer,1585413428
21140,True,computer,1585405430
92584,True,computer,1585435880
19864,False,phone,1585440495
57853,False,phone,1585459282
92983,True,phone,1585463753
38863,True,tablet,1585458376
64064,True,computer,1585421375
7211,False,phone,1585465826
44978,False,computer,1585440474
78349,True,tablet,1585456939
59722,True,computer,1585432657
47193,False,phone,1585400927
85971,True,phone,1585405673
64064,True,computer,1585404348
86561,True,phone,1585446530
23332,True,phone,1585436033
36165,True,phone,1585452896
90531,False,phone,1585431370
56112,True,phone,1585424543
68604,True,phone,1585478594
52559,True,phone,1585417384
7401,True,phone,1585430670
39182,False,phone,1585430512
6098,True,phone,1585448679
51778,False,phone,1585477452
28750,False,computer,1585413754
43760,True,phone,1585414919
23725,True,tablet,1585460430
40862,True,phone,1585428460
78349,True,phone,1585429554
61473,True,computer,1585425851
48838,True,phone,1585411076
36850,True,phone,1585408295
44243,True,phone,1585457886
20201,False,phone,1585440136
94791,True,phone,1585473658
96751,True,computer,1585478305
55369,True,computer,1585450597
59914,True,phone,1585455975
25200,True,computer,1585436867
92867,True,phone,1585431208
12179,True,tablet,1585474314
52066,True,computer,1585475620
20510,False,phone,1585454566
15041,True,computer,1585423838
71533,False,phone,1585469005
61473,True,phone,1585403498
74758,True,phone,1585469896
36959,False,computer,1585479264
88238,True,phone,1585408654
24131,True,computer,1585437076
87576,True,phone,1585446877
60195,False,phone,1585464368
97020,True,phone,1585461910
89716,True,phone,1585408698
12179,True,computer,1585479293
89112,False,computer,1585443281
52870,True,computer,1585407158
28719,True,computer,1585408005
25634,True,phone,1585462183
55429,True,computer,1585477459
5287,True,phone,1585421426
2776,False,tablet,1585466666
18395,False,tablet,1585420655
69876,True,phone,1585446417
29160,True,computer,1585446807
48070,False,phone,1585415789
28719,True,phone,1585400483
64038,False,computer,1585437968
28819,True,phone,1585421350
13688,True,computer,1585453923
23616,True,phone,1585418935
6237,True,phone,1585404282
16492,False,phone,1585432517
3885,False,phone,1585402394
50093,False,phone,1585438316
7146,True,phone,1585406198
28719,True,phone,1585476124
10454,True,phone,1585476556
11889,False,phone,1585411969
80834,True,phone,1585400055
45116,True,phone,1585433901
52870,True,phone,1585432212
77164,True,computer,1585448159
79469,True,computer,1585472299
90739,True,phone,1585468818
73522,False,phone,1585453971
28142,True,phone,1585449905
98846,True,phone,1585406157
94018,False,phone,1585470885
36165,True,phone,1585443742
73387,True,phone,1585416668
6668,False,phone,1585405666
28976,True,phone,1585443702
24608,False,phone,1585412049
58122,False,computer,1585422269
69488,False,phone,1585474778
52846,False,computer,1585400508
76685,True,phone,1585446874
50456,False,phone,1585436703
78582,True,phone,1585444965
1308,False,phone,1585464687
72219,False,phone,1585436581
98900,False,phone,1585458913
61017,True,computer,1585477426
64560,True,phone,1585402986
60755,True,phone,1585455737
12982,True,phone,1585442849
22562,True,phone,1585407752
26410,False,phone,1585458601
29849,True,tablet,1585462516
54836,False,computer,1585449498
56901,True,phone,1585447966
36805,True,phone,1585444300
67760,True,phone,1585477349
30522,False,phone,1585463268
32717,True,tablet,1585460858
34352,False,computer,1585432701
34642,True,phone,1585471071
84697,False,computer,1585465727
43871,True,phone,1585408428
84096,False,phone,1585405630
50152,False,computer,1585459764
33974,False,computer,1585455773
94494,True,computer,1585433764
97893,True,computer,1585464708
36165,True,phone,1585439450
96863,True,phone,1585444145
82804,True,phone,1585455465
18880,True,phone,1585427151
59949,True,phone,1585400616
23707,True,computer,1585428354
68001,True,phone,1585448717
35869,True,phone,1585414259
36165,True,phone,1585432311
77947,True,computer,1585474160
13318,True,phone,1585473978
99927,True,phone,1585453987
30988,True,computer,1585429173
88864,False,phone,1585442559
46402,True,computer,1585434906
62337,True,phone,1585422661
50560,True,phone,1585469748
89998,True,phone,1585477072
18345,False,phone,1585449337
79845,False,phone,1585458110
13119,False,computer,1585452242
76242,True,computer,1585431941
61473,True,phone,1585463369
7089,True,computer,1585477240
15382,True,computer,1585419392
62807,True,computer,1585411060
83856,True,tablet,1585430525
91289,False,phone,1585477849
17232,False,phone,1585478139
84386,True,phone,1585439158
54454,True,phone,1585460930
68759,True,computer,1585439995
77989,True,phone,1585457181
88624,False,phone,1585457186
7036,False,computer,1585467972
83259,True,phone,1585468735
78349,True,tablet,1585461827
1263,False,phone,1585479462
55478,True,phone,1585438342
3840,True,phone,1585450355
17141,False,phone,1585461234
6899,False,computer,1585457334
82563,True,phone,1585474609
94461,True,phone,1585421508
24909,False,phone,1585412358
72491,False,phone,1585448291
97443,True,phone,1585448080
66307,True,phone,1585434116
46716,False,phone,1585427559
2932,True,computer,1585475481
46480,False,phone,1585475139
33199,True,computer,1585471574
72479,True,computer,1585416927
49419,True,phone,1585457177
30571,True,computer,1585417558
18300,False,phone,1585413852
92620,False,phone,1585418108
22735,True,phone,1585433096
35651,True,phone,1585444251
42192,False,phone,1585463091
97180,False,computer,1585476265
36596,False,computer,1585465502
89759,False,phone,1585439852
32439,True,tablet,1585429305
72218,False,phone,1585478410
81018,True,computer,1585413016
75976,True,computer,1585448271
71980,False,phone,1585402940
48072,False,phone,1585401327
91584,True,phone,1585415184
60844,False,computer,1585410163
28719,True,phone,1585450999
84031,True,phone,1585430726
10226,False,computer,1585458888
79320,True,phone,1585466661
7010,True,phone,1585411582
36806,True,phone,1585410727
53377,True,phone,1585404170
76960,True,phone,1585419098
11144,False,phone,1585429115
78990,True,computer,1585403742
94641,True,phone,1585422613
33078,True,phone,1585418625
95327,True,phone,1585461633
15067,True,phone,1585443197
82720,False,phone,1585477673
14873,False,computer,1585425957
14894,True,phone,1585409389
72678,True,computer,1585413692
12942,True,phone,1585453500
33501,True,computer,1585471953
37068,True,phone,1585413875
59235,False,computer,1585421398
46563,True,phone,1585403126
88754,True,phone,1585457016
88129,True,computer,1585401129
28719,True,tablet,1585467595
54422,True,phone,1585463335
82563,True,computer,1585462262
16012,True,computer,1585449728
3936,True,phone,1585422941
2703,False,computer,1585470707
86532,True,phone,1585401298
4608,True,phone,1585436252
99538,True,phone,1585474339
47703,True,tablet,1585418058
2107,True,computer,1585462130
90389,True,computer,1585445450
50169,True,computer,1585407129
55730,True,phone,1585454164
37495,True,phone,1585417373
44679,False,phone,1585446171
36780,True,phone,1585415030
9108,True,computer,1585477918
76762,True,computer,1585431505
61809,False,computer,1585467277
69671,True,phone,1585422290
64791,True,computer,1585432993
18012,False,phone,1585434769
55976,False,phone,1585425208
35208,True,computer,1585431282
9133,True,computer,1585432250
87703,False,computer,1585475319
43870,False,phone,1585442187
11645,True,phone,1585434777
25533,True,phone,1585455527
68688,True,phone,1585478522
46538,False,phone,1585437680
60638,True,phone,1585460378
33176,True,tablet,1585401941
76213,True,computer,1585465073
38140,True,phone,1585471654
28830,False,computer,1585472442
97053,True,computer,1585446784
68634,False,phone,1585467247
91662,True,phone,1585402342
52870,True,phone,1585400270
31422,True,computer,1585414448
92172,True,phone,1585423735
97486,True,computer,1585408571
82563,True,phone,1585415670
12179,True,phone,1585458091
82677,True,phone,1585444406
85135,True,phone,1585409908
18964,True,phone,1585472016
44607,False,tablet,1585438111
91447,False,phone,1585428177
54119,False,tablet,1585418261
52079,False,phone,1585409951
36532,True,phone,1585476622
37684,True,computer,1585444769
70943,True,phone,1585421612
79964,False,phone,1585433849
22029,True,phone,1585435004
28242,True,phone,1585472706
53737,False,phone,1585465497
60379,False,phone,1585473511
52870,True,phone,1585476448
40984,False,computer,1585442095
60495,False,phone,1585474553
61468,True,phone,1585405352
69813,True,computer,1585433060
79598,True,tablet,1585405261
41722,True,computer,1585452816
27672,False,phone,1585426566
61468,True,phone,1585424726
92038,False,computer,1585466226
8438,True,computer,1585467386
63583,False,computer,1585457758
92584,True,phone,1585432718
38189,True,phone,1585451218
37663,True,phone,1585447730
75164,True,phone,1585443863
67030,True,phone,1585466884
62368,False,phone,1585478970
60087,False,computer,1585429543
45252,True,phone,1585405129
52870,True,computer,1585436493
91132,True,computer,1585440103
15435,True,computer,1585428388
61473,True,phone,1585452099
27076,True,computer,1585474790
26909,True,computer,1585416043
78672,True,computer,1585434985
1136,True,tablet,1585478568
30150,True,computer,1585413624
45677,False,phone,1585442746
79154,True,phone,1585449837
58085,True,phone,1585458392
47004,False,phone,1585465392
53390,True,phone,1585425103
45658,False,computer,1585443507
99351,True,phone,1585443821
22494,True,phone,1585415410
14493,True,computer,1585466157
53025,True,phone,1585468871
51787,False,phone,1585426572
68721,True,phone,1585471836
35472,True,phone,1585405598
87234,False,computer,1585420403
42023,True,phone,1585449861
59556,True,phone,1585405088
20983,False,computer,1585432098
1304,True,phone,1585433286
98658,True,phone,1585440724
64899,True,computer,1585415194
44458,True,phone,1585470357
95975,True,phone,1585473426
32084,True,phone,1585471924
64631,False,computer,1585460983
62143,True,computer,1585412092
26521,True,computer,1585429228
56818,True,computer,1585403896
39637,True,computer,1585431548
11708,False,phone,1585401008
25411,True,phone,1585461254
61830,True,computer,1585432390
10839,True,phone,1585422084
65157,True,phone,1585477017
25279,True,tablet,1585407620
5785,True,phone,1585420237
39447,True,computer,1585425660
88830,False,computer,1585431016
99592,True,computer,1585408759
69854,False,phone,1585453013
70524,False,phone,1585427214
76810,False,phone,1585452162
94400,False,phone,1585436734
82563,True,phone,1585474623
67314,True,computer,1585428159
41576,False,computer,1585428602
54614,False,phone,1585412520
85108,False,phone,1585432833
52270,True,phone,1585415023
32388,True,computer,1585464956
47504,True,phone,1585419962
91815,False,tablet,1585426657
37031,True,computer,1585402237
64403,True,tablet,1585454469
83795,False,phone,1585443278
56055,True,phone,1585420711
86427,True,tablet,1585422275
20548,True,computer,1585403798
86218,True,computer,1585431800
42248,True,phone,1585441390
45902,False,tablet,1585429855
61473,True,phone,1585441582
20836,True,phone,1585416864
41100,False,computer,1585432589
12179,True,computer,1585405221
19881,False,computer,1585436736
32051,True,phone,1585453184
65541,True,computer,1585473027
57260,True,computer,1585455194
78605,False,phone,1585461704
40416,True,phone,1585429199
76883,False,computer,1585477314
9375,False,phone,1585452242
55610,True,phone,1585406240
16192,False,computer,1585463123
40684,True,phone,1585415931
31442,True,phone,1585430858
3354,False,phone,1585449083
17199,False,computer,1585401749
83523,True,phone,1585473012
12179,True,phone,1585425649
21459,True,computer,1585401606
4894,True,computer,1585473320
94457,True,phone,1585416023
62283,True,phone,1585426861
8449,True,computer,1585431357
79645,True,computer,1585457052
29142,False,phone,1585469156
96895,False,phone,1585410729
6371,True,phone,1585446395
12338,True,phone,1585409470
17508,True,phone,1585422045
88547,True,phone,1585423661
26898,True,phone,1585405883
89280,False,phone,1585453484
42675,False,phone,1585474813
80920,True,phone,1585440109
10322,True,phone,1585411227
7969,True,computer,1585417673
13132,True,computer,1585408761
2235,False,computer,1585447980
52870,True,tablet,1585450383
78349,True,computer,1585429361
52935,True,phone,1585426212
78349,True,phone,1585450668
32603,True,computer,1585473383
43417,False,phone,1585466478
44080,False,phone,1585474255
61850,True,phone,1585475908
87218,False,computer,1585424616
75325,False,phone,1585455120
65814,True,phone,1585458383
17163,True,computer,1585414681
42685,True,phone,1585452664
25992,False,phone,1585469498
83976,True,phone,1585471370
52870,True,computer,1585401332
7325,True,phone,1585439824
17265,True,computer,1585457457
57494,True,phone,1585466623
94740,True,computer,1585456613
52870,True,phone,1585419080
31420,False,computer,1585466630
42688,True,tablet,1585476462
29109,True,computer,1585426533
66672,True,computer,1585427100
89911,False,computer,1585411040
77639,False,phone,1585422425
79761,True,phone,1585467629
52870,True,computer,1585441605
52870,True,computer,1585432204
11796,True,phone,1585456271
44276,True,phone,1585476039
4504,False,phone,1585479204
4752,False,phone,1585442616
42215,True,phone,1585454374
68297,False,phone,1585451823
67397,False,phone,1585425422
91136,True,phone,1585433775
87288,False,phone,1585444536
58810,True,phone,1585443548
8071,False,tablet,1585448357
92124,True,tablet,1585470736
45334,False,phone,1585419747
31484,True,phone,1585458325
12992,True,phone,1585458190
70548,True,phone,1585411733
63202,True,phone,1585430432
18496,False,tablet,1585434891
9962,False,computer,1585440164
74430,True,phone,1585445042
48486,True,phone,1585441945
23570,True,tablet,1585416280
24338,False,phone,1585405714
38655,False,computer,1585423530
77307,False,phone,1585454961
91375,True,computer,1585407813
20103,True,phone,1585442889
21891,True,phone,1585471209
94353,True,phone,1585435634
7148,True,computer,1585426602
67753,True,phone,1585413356
35486,True,phone,1585451302
64064,True,computer,1585454583
86574,False,phone,1585470152
21941,False,computer,1585443832
32406,True,computer,1585479382
92584,True,phone,1585468185
61468,True,computer,1585443610
68166,False,computer,1585453948
26082,True,computer,1585441973
34451,False,tablet,1585469357
73760,True,phone,1585402216
66526,True,phone,1585474682
36620,False,computer,1585403815
51419,True,computer,1585408303
70279,True,computer,1585428927
91071,False,phone,1585429068
30376,False,phone,1585467905
48109,True,phone,1585432648
92584,True,phone,1585463866
17521,False,phone,1585450798
51331,True,phone,1585456572
39448,True,phone,1585460636
83846,True,phone,1585451797
12806,True,phone,1585460207
64064,True,phone,1585408188
48645,True,phone,1585419115
45561,False,phone,1585431533
80287,True,phone,1585459835
90463,True,phone,1585400026
79941,True,phone,1585467516
16494,False,phone,1585468377
42550,True,computer,1585429102
63075,False,phone,1585445329
44860,True,tablet,1585422814
73132,True,phone,1585450685
24936,True,tablet,1585416654
82563,True,phone,1585415403
87715,True,phone,1585472817
88586,False,phone,1585427613
46780,True,phone,1585417836
70210,True,phone,1585421085
13538,False,phone,1585459904
27435,True,computer,1585461084
27390,False,phone,1585422089
39112,False,computer,1585420191
59957,True,phone,1585406472
76883,True,phone,1585473859
68848,True,computer,1585440553
47865,False,computer,1585469581
52870,True,phone,1585470085
78349,True,phone,1585401097
93886,True,phone,1585478378
44194,False,phone,1585425335
38441,True,phone,1585473978
2132,False,phone,1585436405
85964,False,phone,1585444176
38470,True,computer,1585430920
34943,True,phone,1585471350
4721,True,phone,1585445550
5092,True,computer,1585461080
40172,False,phone,1585445807
17083,True,phone,1585432011
21025,True,computer,1585467158
73401,True,phone,1585418956
10199,True,computer,1585456680
8136,True,phone,1585402028
99498,True,computer,1585437138
52870,True,phone,1585418155
82544,True,phone,1585470616
22611,True,phone,1585436488
16899,True,phone,1585406067
73510,False,phone,1585426837
49709,True,phone,1585438116
31807,True,phone,1585441041
79061,False,phone,1585424467
92386,True,computer,1585451167
95941,True,phone,1585479515
28719,True,phone,1585459223
31579,True,computer,1585403744
78368,True,computer,1585443929
82563,True,computer,1585469072
88305,False,phone,1585435216
53365,True,phone,1585431935
11972,True,phone,1585476005
77835,True,phone,1585456828
49157,True,phone,1585464014
70875,True,computer,1585415749
61473,True,phone,1585470300
6297,True,computer,1585413038
64064,True,phone,1585474950
61221,True,phone,1585440218
50649,True,phone,1585450572
96602,True,computer,1585417511
37972,True,phone,1585418554
11856,False,tablet,1585422061
97983,False,computer,1585459453
86286,True,phone,1585476440
13763,True,computer,1585434906
82563,True,phone,1585417446
2819,True,computer,1585450135
82337,True,phone,1585427512
93712,True,computer,1585411549
53774,True,phone,1585422804
80148,True,phone,1585432234
77667,True,phone,1585454989
16730,True,phone,1585406938
98364,False,phone,1585476117
17817,True,phone,1585475310
20173,True,computer,1585470708
22906,True,phone,1585461625
36715,True,computer,1585475591
80802,True,phone,1585422072
11159,False,computer,1585465234
69555,False,computer,1585459116
87621,False,phone,1585451952
95575,False,phone,1585433924
52547,True,computer,1585420811
48266,True,phone,1585458672
57912,False,computer,1585413877
40488,True,computer,1585457479
36915,True,phone,1585424426
94243,True,computer,1585406184
17525,False,phone,1585403147
36835,False,computer,1585422193
12179,True,computer,1585424615
13823,True,computer,1585441209
58242,True,computer,1585479807
84424,True,phone,1585419265
63798,True,phone,1585472216
73958,True,computer,1585432251
8475,True,phone,1585419881
60005,True,computer,1585458966
1813,True,phone,1585415627
52870,True,phone,1585419558
84377,True,computer,1585406897
88090,False,phone,1585412369
19411,True,phone,1585400902
61992,True,phone,1585449799
10995,True,phone,1585427538
7889,True,phone,1585404698
87290,True,phone,1585413435
70073,False,computer,1585476607
21976,True,phone,1585476842
5572,False,phone,1585458473
78349,True,computer,1585413386
42749,False,computer,1585419993
9302,True,computer,1585447521
83496,True,phone,1585466644
79813,True,computer,1585473810
2330,False,phone,1585403609
58327,True,computer,1585444572
58437,False,phone,1585417930
67194,True,tablet,1585437954
55917,True,phone,1585447031
55764,True,computer,1585412357
