"";"value";"experimentVariant"
"835";8,54399709728671;"Treatment"
"836";10,2720657821735;"Treatment"
"837";8,52407005550458;"Treatment"
"838";10,111757036907;"Treatment"
"839";10,0160686141987;"Treatment"
"840";9,24269194433858;"Treatment"
"841";9,33354992505705;"Treatment"
"842";10,0312725231228;"Treatment"
"843";9,83548772542475;"Treatment"
"844";9,50176067365822;"Treatment"
"845";10,8438402900556;"Treatment"
"846";10,3846426436586;"Treatment"
"847";10,6640056185732;"Treatment"
"848";10,136454795709;"Treatment"
"849";11,4234422439514;"Treatment"
"850";11,1850126661651;"Treatment"
"851";10,7665783647491;"Treatment"
"852";10,3184769112137;"Treatment"
"853";9,40194217371475;"Treatment"
"854";10,0081854560988;"Treatment"
"855";9,80700698851392;"Treatment"
"856";8,95880103115626;"Treatment"
"857";9,98590447267764;"Treatment"
"858";9,51807964729475;"Treatment"
"859";10,8948917699506;"Treatment"
"860";8,86587920850424;"Treatment"
"861";7,60435406074093;"Treatment"
"862";9,05055486048249;"Treatment"
"863";8,2410392673047;"Treatment"
"864";12,6637842120515;"Treatment"
"865";11,4253541056322;"Treatment"
"866";10,0208617676605;"Treatment"
"867";9,48250644389177;"Treatment"
"868";9,87329519052805;"Treatment"
"869";9,33265234414287;"Treatment"
"870";10,6788772781813;"Treatment"
"871";8,00361354135601;"Treatment"
"872";10,3049282558102;"Treatment"
"873";10,8602078498023;"Treatment"
"874";10,1203331431851;"Treatment"
"875";11,9238041547632;"Treatment"
"876";12,3402480477116;"Treatment"
"877";10,0885338380884;"Treatment"
"878";9,98220872105903;"Treatment"
"879";10,1910956095192;"Treatment"
"880";10,5859804677163;"Treatment"
"881";8,00261239822908;"Treatment"
"882";11,1579477358479;"Treatment"
"883";9,69332117833012;"Treatment"
"884";10,8779329958342;"Treatment"
"885";10,2879622522819;"Treatment"
"886";8,32608257805109;"Treatment"
"887";8,93710719081428;"Treatment"
"888";12,2354526719882;"Treatment"
"889";11,9987579386242;"Treatment"
"890";10,1033005680194;"Treatment"
"891";9,88356908546696;"Treatment"
"892";11,3621336455458;"Treatment"
"893";11,2494904935002;"Treatment"
"894";9,2450718260389;"Treatment"
"895";11,7048669870718;"Treatment"
"896";10,9604350590905;"Treatment"
"897";9,07378329372995;"Treatment"
"898";10,0479555655588;"Treatment"
"899";9,42512547109331;"Treatment"
"900";10,3229662228082;"Treatment"
"901";8,83072323969744;"Treatment"
"902";10,4031443765532;"Treatment"
"903";10,3399035934416;"Treatment"
"904";9,56025197457034;"Treatment"
"905";10,7727767780666;"Treatment"
"906";10,2704371380941;"Treatment"
"907";9,41405109398747;"Treatment"
"908";11,574950794326;"Treatment"
"909";8,85862303545592;"Treatment"
"910";9,26779536236625;"Treatment"
"911";10,2331258011126;"Treatment"
"912";11,2640354722949;"Treatment"
"913";9,93030753693382;"Treatment"
"914";9,12386994515549;"Treatment"
"915";9,73836611851552;"Treatment"
"916";12,5117106850689;"Treatment"
"917";8,9889442398797;"Treatment"
"918";9,79786125792881;"Treatment"
"919";9,05697606549483;"Treatment"
"920";10,8195751316213;"Treatment"
"921";9,64515677185776;"Treatment"
"922";10,7878381752036;"Treatment"
"923";8,93843775806166;"Treatment"
"924";10,736349099241;"Treatment"
"925";10,1279018931094;"Treatment"
"926";10,196624305505;"Treatment"
"927";10,2676492448735;"Treatment"
"928";8,79762812410858;"Treatment"
"929";9,09395274424867;"Treatment"
"930";9,6808689729449;"Treatment"
"931";10,3043310059376;"Treatment"
"932";11,5917945205843;"Treatment"
"933";10,2189551611432;"Treatment"
"934";11,1823227074184;"Treatment"
"935";10,495421678567;"Treatment"
"936";9,74077605009957;"Treatment"
"937";11,2868402712262;"Treatment"
"938";9,26677809039168;"Treatment"
"939";10,2600793806499;"Treatment"
"940";8,56810841366766;"Treatment"
"941";12,241950523201;"Treatment"
"942";8,3417995141145;"Treatment"
"943";9,14164132042479;"Treatment"
"944";10,5341581606467;"Treatment"
"945";8,02195269184861;"Treatment"
"946";9,10817804968015;"Treatment"
"947";10,0606759290134;"Treatment"
"948";11,3552021352942;"Treatment"
"949";9,14299783642627;"Treatment"
"950";9,58303570968411;"Treatment"
"951";9,67261884258;"Treatment"
"952";10,603331242776;"Treatment"
"953";10,6296853079939;"Treatment"
"954";11,1956080667253;"Treatment"
"955";10,1880203196293;"Treatment"
"956";10,4510957939518;"Treatment"
"957";10,2773480592856;"Treatment"
"958";10,3128790674975;"Treatment"
"959";10,0658226572881;"Treatment"
"960";10,8266814049189;"Treatment"
"961";9,25846499185851;"Treatment"
"962";9,63785609700653;"Treatment"
"963";8,21177175063462;"Treatment"
"964";10,2609662542935;"Treatment"
"965";8,72689689993531;"Treatment"
"966";9,35270626978132;"Treatment"
"967";8,69496917342793;"Treatment"
"968";9,99482703569557;"Treatment"
"969";10,7518762331343;"Treatment"
"970";8,58372616487577;"Treatment"
"971";11,5040560603172;"Treatment"
"972";8,44069530033503;"Treatment"
"973";10,5240563728151;"Treatment"
"974";8,69316430690581;"Treatment"
"975";12,4882770327065;"Treatment"
"976";10,3793161498337;"Treatment"
"977";10,5718974891359;"Treatment"
"978";11,2864006834706;"Treatment"
"979";9,86992469540689;"Treatment"
"980";9,2567464795643;"Treatment"
"981";8,78398851218044;"Treatment"
"982";9,1238224815773;"Treatment"
"983";10,173803849208;"Treatment"
"984";8,59369441883842;"Treatment"
"985";11,8897774478295;"Treatment"
"986";11,1147261890143;"Treatment"
"987";9,97065788285244;"Treatment"
"988";10,6512364277878;"Treatment"
"989";8,93784950175663;"Treatment"
"990";9,31438740433564;"Treatment"
"991";10,916229376436;"Treatment"
"992";11,1608693155642;"Treatment"
"993";8,20251753625936;"Treatment"
"994";9,7821993531842;"Treatment"
"995";10,484967081742;"Treatment"
"996";1000;"Treatment"
"997";1200;"Treatment"
"998";1500;"Treatment"
"999";2000;"Treatment"
"1000";3000;"Treatment"
