id,group,segment,events
14554,test,low,29.0
61660,test,low,32.0
46249,test,low,36.0
35498,test,low,26.0
5340,test,low,30.0
88500,test,low,31.0
39160,test,low,34.0
73124,test,low,31.0
13675,test,low,31.0
20209,test,low,41.0
27245,test,low,41.0
23195,test,low,37.0
71451,test,low,33.0
32643,test,low,30.0
22402,test,low,30.0
91995,test,low,33.0
73715,test,low,38.0
16774,test,low,23.0
39613,test,low,26.0
52942,test,low,35.0
63932,test,low,41.0
41726,test,low,37.0
7312,test,low,38.0
85339,test,low,42.0
32554,test,low,37.0
42956,test,low,38.0
4260,test,low,37.0
8378,test,low,28.0
644,test,low,33.0
53253,test,low,39.0
54731,test,low,27.0
46499,test,low,24.0
78073,test,low,27.0
57426,test,low,25.0
14864,test,low,31.0
30467,test,low,47.0
47865,test,low,42.0
15583,test,low,39.0
21662,test,low,30.0
59835,test,low,20.0
77473,test,low,34.0
68097,test,low,38.0
28912,test,low,33.0
91352,test,low,31.0
76085,test,low,32.0
15987,test,low,30.0
17990,test,low,33.0
16377,test,low,43.0
62134,test,low,38.0
22818,test,low,32.0
51772,test,low,31.0
45851,test,low,26.0
90988,test,low,22.0
37326,test,low,31.0
23489,test,low,38.0
29434,test,low,32.0
2034,test,low,37.0
83188,test,low,36.0
26191,test,low,40.0
59803,test,low,39.0
73949,test,low,35.0
52015,test,low,37.0
52316,test,low,23.0
22068,test,low,34.0
13505,test,low,31.0
7819,test,low,43.0
15230,test,low,36.0
29233,test,low,41.0
86416,test,low,18.0
96892,test,low,38.0
9820,test,low,30.0
72517,test,low,43.0
29145,test,low,38.0
11877,test,low,32.0
44851,test,low,33.0
33736,test,low,39.0
96454,test,low,32.0
11948,test,low,46.0
5970,test,low,39.0
64724,test,low,31.0
13109,test,low,46.0
45839,test,low,28.0
39461,test,low,33.0
89548,test,low,35.0
26931,test,low,21.0
88075,test,low,25.0
24424,test,low,24.0
55759,test,low,34.0
7178,test,low,23.0
85489,test,low,27.0
18196,test,low,35.0
77902,test,low,30.0
13316,test,low,34.0
46760,test,low,43.0
16868,test,low,28.0
62012,test,low,26.0
68912,test,low,34.0
51297,test,low,36.0
50774,test,low,36.0
20806,test,low,35.0
16082,test,low,41.0
50501,test,low,31.0
55886,test,low,28.0
74439,test,low,26.0
97095,test,low,43.0
13670,test,low,35.0
81792,test,low,40.0
48041,test,low,29.0
53256,test,low,41.0
18479,test,low,33.0
91706,test,low,31.0
35192,test,low,30.0
51014,test,low,41.0
78445,test,low,31.0
18798,test,low,23.0
96184,test,low,38.0
64559,test,low,25.0
47684,test,low,34.0
88775,test,low,34.0
80139,test,low,36.0
3409,test,low,39.0
14631,test,low,28.0
1124,test,low,34.0
81893,test,low,34.0
31255,test,low,37.0
33283,test,low,34.0
28977,test,low,31.0
9579,test,low,37.0
5770,test,low,24.0
76921,test,low,47.0
73592,test,low,31.0
40437,test,low,29.0
85530,test,low,35.0
43619,test,low,28.0
75531,test,low,50.0
48107,test,low,39.0
85487,test,low,28.0
64291,test,low,35.0
47710,test,low,32.0
21306,test,low,20.0
14044,test,low,33.0
63748,test,low,51.0
58194,test,low,40.0
12118,test,low,38.0
42003,test,low,33.0
35502,test,low,29.0
79475,test,low,43.0
39300,test,low,33.0
98149,test,low,29.0
97281,test,low,40.0
34372,test,low,37.0
29171,test,low,34.0
29103,test,low,40.0
87550,test,low,28.0
76869,test,low,29.0
29927,test,low,43.0
52267,test,low,30.0
90197,test,low,31.0
46011,test,low,35.0
48013,test,low,25.0
21672,test,low,36.0
84597,test,low,45.0
51504,test,low,41.0
97275,test,low,27.0
96878,test,low,38.0
11904,test,low,32.0
94878,test,low,34.0
60750,test,low,28.0
96452,test,low,34.0
95178,test,low,30.0
1817,test,low,38.0
76486,test,low,32.0
25868,test,low,31.0
18305,test,low,32.0
92299,test,low,32.0
85526,test,low,34.0
31139,test,low,34.0
51183,test,low,30.0
57007,test,low,34.0
7195,test,low,37.0
6947,test,low,30.0
27944,test,low,34.0
8601,test,low,32.0
21951,test,low,40.0
65694,test,low,31.0
51836,test,low,32.0
4383,test,low,32.0
68539,test,low,28.0
34605,test,low,34.0
3407,test,low,31.0
2930,test,low,24.0
5511,test,low,41.0
3850,test,low,33.0
38634,test,low,22.0
78336,test,low,34.0
43563,test,low,24.0
38858,test,low,32.0
72599,test,low,25.0
36357,test,low,39.0
22119,test,low,24.0
89713,test,low,29.0
40381,test,low,32.0
31341,test,low,23.0
69568,test,low,42.0
55218,test,low,40.0
81510,test,low,29.0
45478,test,low,33.0
38280,test,low,32.0
25183,test,low,34.0
13894,test,low,41.0
53271,test,low,21.0
27819,test,low,28.0
567,test,low,28.0
53940,test,low,32.0
61667,test,low,29.0
37649,test,low,33.0
62494,test,low,35.0
53251,test,low,28.0
38535,test,low,36.0
39259,test,low,32.0
34971,test,low,35.0
13387,test,low,32.0
26285,test,low,34.0
42878,test,low,40.0
66615,test,low,36.0
69121,test,low,36.0
18543,test,low,36.0
61285,test,low,30.0
14685,test,low,30.0
94625,test,low,36.0
20082,test,low,36.0
33704,test,low,27.0
92208,test,low,44.0
26354,test,low,34.0
31709,test,low,30.0
27249,test,low,33.0
77603,test,low,35.0
72970,test,low,22.0
65603,test,low,32.0
49685,test,low,26.0
29110,test,low,43.0
32475,test,low,40.0
91467,test,low,44.0
13819,test,low,38.0
16356,test,low,23.0
44550,test,low,23.0
81645,test,low,23.0
95053,test,low,28.0
34582,test,low,38.0
76349,test,low,33.0
80645,test,low,27.0
87493,test,low,40.0
42155,test,low,29.0
68107,test,low,32.0
4949,test,low,41.0
38720,test,low,35.0
79394,test,low,33.0
81504,test,low,33.0
17953,test,low,32.0
18716,test,low,27.0
20555,test,low,40.0
7849,test,low,33.0
21795,test,low,29.0
74842,test,low,34.0
58951,test,low,37.0
43737,test,low,26.0
46309,test,low,32.0
95313,test,low,25.0
82172,test,low,30.0
89475,test,low,32.0
12312,test,low,27.0
54961,test,low,37.0
4454,test,low,31.0
24376,test,low,31.0
31565,test,low,35.0
9884,test,low,26.0
75673,test,low,38.0
90958,test,low,35.0
10729,test,low,27.0
1331,test,low,33.0
19734,test,low,38.0
65077,test,low,33.0
11416,test,low,34.0
45789,test,low,52.0
53449,test,low,29.0
50033,test,low,37.0
59638,test,low,30.0
60417,test,low,34.0
33709,test,low,38.0
69160,test,low,32.0
26623,test,low,34.0
73890,test,low,34.0
83050,test,low,31.0
73302,test,low,45.0
83498,test,low,30.0
35867,test,low,43.0
79957,test,low,33.0
68615,test,low,29.0
58955,test,low,31.0
81343,test,low,26.0
67911,test,low,30.0
12511,test,low,34.0
25887,test,low,42.0
71146,test,low,36.0
98210,test,low,27.0
23926,test,low,41.0
84299,test,low,31.0
19875,test,low,39.0
79600,test,low,39.0
1811,test,low,34.0
73323,test,low,35.0
84033,test,low,32.0
92556,test,low,48.0
63948,test,low,39.0
78797,test,low,40.0
67392,test,low,35.0
70236,test,low,33.0
64125,test,low,33.0
26567,test,low,42.0
86315,test,low,41.0
78614,test,low,35.0
63117,test,low,36.0
5233,test,low,36.0
89981,test,low,35.0
93857,test,low,29.0
87806,test,low,35.0
5313,test,low,36.0
82194,test,low,37.0
57199,test,low,32.0
86498,test,low,33.0
66413,test,low,30.0
9938,test,low,26.0
77385,test,low,29.0
27187,test,low,29.0
60624,test,low,35.0
87953,test,low,25.0
70551,test,low,33.0
2578,test,low,31.0
65444,test,low,25.0
76719,test,low,39.0
32572,test,low,32.0
22277,test,low,28.0
38003,test,low,39.0
36290,test,low,33.0
16691,test,low,28.0
32224,test,low,31.0
88060,test,low,23.0
85013,test,low,34.0
73696,test,low,32.0
10605,test,low,32.0
58599,test,low,33.0
29540,test,low,36.0
99518,test,low,35.0
10573,test,low,35.0
12006,test,low,29.0
69924,test,low,35.0
25906,test,low,27.0
20549,test,low,39.0
16951,test,low,28.0
42831,test,low,38.0
22584,test,low,38.0
46899,test,low,29.0
89179,test,low,40.0
59316,test,low,36.0
9278,test,low,27.0
43995,test,low,35.0
26407,test,low,29.0
95739,test,low,31.0
64294,test,low,37.0
90185,test,low,40.0
16232,test,low,33.0
8336,test,low,38.0
32022,test,low,29.0
65862,test,low,35.0
49056,test,low,30.0
46488,test,low,36.0
92501,test,low,29.0
30346,test,low,46.0
80542,test,low,37.0
51111,test,low,28.0
29698,test,low,42.0
93461,test,low,40.0
90152,test,low,28.0
32179,test,low,27.0
51436,test,low,29.0
74302,test,low,34.0
64889,test,low,32.0
31830,test,low,34.0
47133,test,low,39.0
36742,test,low,32.0
68733,test,low,31.0
43564,test,low,33.0
13216,test,low,37.0
97838,test,low,35.0
50386,test,low,37.0
86927,test,low,34.0
5888,test,low,29.0
95197,test,low,25.0
84942,test,low,40.0
55914,test,low,35.0
29134,test,low,33.0
72357,test,low,36.0
97991,test,low,38.0
13541,test,low,27.0
41690,test,low,32.0
42154,test,low,33.0
49472,test,low,39.0
75922,test,low,28.0
6261,test,low,26.0
46277,test,low,38.0
85822,test,low,46.0
80968,test,low,28.0
8635,test,low,32.0
8136,test,low,27.0
6054,test,low,38.0
57001,test,low,36.0
48371,test,low,41.0
97247,test,low,40.0
23583,test,low,34.0
14051,test,low,32.0
52471,test,low,40.0
33653,test,low,39.0
60904,test,low,25.0
71462,test,low,46.0
43252,test,low,35.0
93706,test,low,32.0
49828,test,low,26.0
22629,test,low,35.0
57789,test,low,36.0
28214,test,low,34.0
20860,test,low,37.0
23245,test,low,43.0
34923,test,low,30.0
16617,test,low,30.0
86374,test,low,36.0
37655,test,low,29.0
61309,test,low,29.0
81188,test,low,32.0
58574,test,low,30.0
7606,test,low,25.0
14470,test,low,30.0
54466,test,low,41.0
69546,test,low,35.0
37547,test,low,31.0
49178,test,low,32.0
29652,test,low,34.0
7180,test,low,31.0
58696,test,low,41.0
52522,test,low,34.0
81490,test,low,39.0
42146,test,low,27.0
91481,test,low,41.0
56955,test,low,26.0
2527,test,low,27.0
61467,test,low,30.0
71898,test,low,26.0
77906,test,low,36.0
23861,test,low,26.0
5697,test,low,40.0
18003,test,low,35.0
20732,test,low,38.0
56597,test,low,25.0
70094,test,low,33.0
30507,test,low,31.0
79884,test,low,28.0
64299,test,low,26.0
85059,test,low,39.0
13409,test,low,37.0
1828,test,low,47.0
57136,test,low,31.0
37387,test,low,46.0
53866,test,low,43.0
84594,test,low,37.0
60650,test,low,59.0
48543,test,low,34.0
98357,test,low,27.0
20126,test,low,30.0
64286,test,low,33.0
18326,test,low,37.0
89012,test,low,38.0
79817,test,low,33.0
60534,test,low,44.0
83312,test,low,33.0
85454,test,low,28.0
72378,test,low,36.0
79133,test,low,43.0
67080,test,low,49.0
23114,test,low,27.0
40301,test,low,44.0
34389,test,low,31.0
13495,test,low,15.0
89357,test,low,28.0
48261,test,low,37.0
72941,test,low,28.0
66951,test,low,33.0
39643,test,low,27.0
50301,test,low,19.0
94927,test,low,36.0
37416,test,low,30.0
4461,test,low,26.0
77188,test,low,34.0
5182,test,low,38.0
16717,test,low,37.0
7576,test,low,41.0
24190,test,low,28.0
79214,test,low,48.0
37186,test,low,29.0
78533,test,low,35.0
77159,test,low,38.0
17920,test,low,39.0
97715,test,low,32.0
87301,test,low,34.0
15187,test,low,30.0
67313,test,low,24.0
93473,test,low,29.0
58865,test,low,36.0
77684,test,low,32.0
19223,test,low,34.0
73084,test,low,28.0
22125,test,low,31.0
58291,test,low,30.0
76546,test,low,32.0
7412,test,low,33.0
91673,test,low,32.0
3149,test,low,28.0
65697,test,low,39.0
60666,test,low,40.0
95892,test,low,33.0
23569,test,low,39.0
91492,test,low,29.0
34063,test,low,35.0
85025,test,low,36.0
98681,test,low,33.0
25880,test,low,32.0
24623,test,low,42.0
69446,test,low,36.0
83727,test,low,25.0
21023,test,low,41.0
49489,test,low,29.0
28618,test,low,32.0
96359,test,low,37.0
81890,test,low,25.0
30242,test,low,30.0
50070,test,low,26.0
13390,test,low,38.0
43437,test,low,28.0
43748,test,low,42.0
33858,test,low,41.0
91525,test,low,34.0
23479,test,low,35.0
17498,test,low,37.0
96997,test,low,34.0
61607,test,low,39.0
43770,test,low,26.0
1453,test,low,24.0
65683,test,low,28.0
55360,test,low,39.0
65585,test,low,34.0
22335,test,low,30.0
3524,test,low,28.0
88736,test,low,38.0
64821,test,low,30.0
58800,test,low,39.0
66298,test,low,29.0
83356,test,low,39.0
3289,test,low,32.0
97560,test,low,25.0
28772,test,low,21.0
88084,test,low,18.0
41897,test,low,21.0
85918,test,low,29.0
43514,test,low,30.0
8393,test,low,32.0
33818,test,low,33.0
49981,test,low,22.0
39712,test,low,30.0
35610,test,low,47.0
46979,test,low,36.0
62806,test,low,35.0
76068,test,low,38.0
8022,test,low,35.0
90502,test,low,26.0
33889,test,low,36.0
6002,test,low,32.0
18801,test,low,42.0
7053,test,low,40.0
98407,test,low,38.0
7442,test,low,42.0
95345,test,low,38.0
1441,test,low,36.0
21391,test,low,29.0
74794,test,low,33.0
59066,test,low,29.0
69149,test,low,32.0
27078,test,low,34.0
68700,test,low,34.0
64403,test,low,19.0
17696,test,low,36.0
17862,test,low,24.0
76237,test,low,28.0
50506,test,low,22.0
19784,test,low,26.0
14885,test,low,21.0
75769,test,low,35.0
75234,test,low,26.0
12731,test,low,25.0
99119,test,low,19.0
7253,test,low,22.0
17664,test,low,39.0
16569,test,low,29.0
52865,test,low,35.0
65364,test,low,24.0
60595,test,low,28.0
50733,test,low,31.0
37793,test,low,24.0
92,test,low,43.0
91055,test,low,36.0
85511,test,low,28.0
94070,test,low,43.0
21140,test,low,35.0
61142,test,low,28.0
65272,test,low,47.0
560,test,low,38.0
16098,test,low,36.0
88033,test,low,39.0
14734,test,low,32.0
58339,test,low,26.0
58452,test,low,34.0
80744,test,low,21.0
15770,test,low,47.0
78302,test,low,42.0
37952,test,low,46.0
45981,test,low,27.0
7840,test,low,23.0
85121,test,low,27.0
61526,test,low,21.0
48708,test,low,43.0
50543,test,low,30.0
45916,test,low,35.0
55933,test,low,26.0
55823,test,low,22.0
87312,test,low,41.0
80423,test,low,30.0
81114,test,low,34.0
97553,test,low,30.0
72364,test,low,37.0
85192,test,low,34.0
8360,test,low,44.0
58648,test,low,27.0
71481,test,low,26.0
92939,test,low,35.0
67802,test,low,35.0
38393,test,low,35.0
74924,test,low,37.0
36521,test,low,21.0
75587,test,low,29.0
95207,test,low,37.0
92090,test,low,31.0
21734,test,low,45.0
68377,test,low,42.0
7287,test,low,34.0
10079,test,low,32.0
34634,test,low,34.0
88858,test,low,28.0
18223,test,low,33.0
25434,test,low,28.0
93168,test,low,31.0
84148,test,low,35.0
15347,test,low,33.0
34945,test,low,34.0
76011,test,low,29.0
94359,test,low,35.0
93863,test,low,26.0
40751,test,low,43.0
97672,test,low,40.0
82878,test,low,35.0
78235,test,low,36.0
13016,test,low,29.0
89912,test,low,28.0
45150,test,low,30.0
12051,test,low,36.0
78768,test,low,36.0
17166,test,low,39.0
99356,test,low,32.0
18866,test,low,36.0
32941,test,low,48.0
30914,test,low,31.0
71069,test,low,29.0
48638,test,low,34.0
33384,test,low,42.0
51336,test,low,28.0
56770,test,low,34.0
9461,test,low,39.0
84810,test,low,30.0
58242,test,low,50.0
60607,test,low,28.0
95032,test,low,34.0
84435,test,low,33.0
77471,test,low,29.0
61881,test,low,37.0
28914,test,low,38.0
67653,test,low,28.0
33573,test,low,32.0
7544,test,low,31.0
8517,test,low,24.0
10053,test,low,37.0
90045,test,low,38.0
82706,test,low,41.0
50694,test,low,31.0
22195,test,low,30.0
40279,test,low,21.0
40693,test,low,33.0
3614,test,low,24.0
96641,test,low,39.0
13491,test,low,32.0
44894,test,low,35.0
38780,test,low,28.0
4013,test,low,44.0
39942,test,low,26.0
63502,test,low,45.0
26835,test,low,41.0
87111,test,low,38.0
77396,test,low,28.0
92238,test,low,28.0
1805,test,low,25.0
91038,test,low,24.0
46950,test,low,28.0
81374,test,low,32.0
333,test,low,32.0
61052,test,low,34.0
80215,test,low,33.0
97673,test,low,39.0
65583,test,low,36.0
19124,test,low,31.0
75796,test,low,44.0
65136,test,low,29.0
13270,test,low,40.0
24244,test,low,36.0
97089,test,low,26.0
89599,test,low,37.0
78182,test,low,27.0
56397,test,low,30.0
90344,test,low,36.0
50317,test,low,32.0
51312,test,low,36.0
52788,test,low,32.0
66541,test,low,33.0
28878,test,low,26.0
86756,test,low,35.0
11934,test,low,35.0
99557,test,low,24.0
27758,test,low,34.0
71340,test,low,33.0
99834,test,low,34.0
2779,test,low,28.0
51621,test,low,35.0
38928,test,low,27.0
88079,test,low,35.0
49292,test,low,32.0
27894,test,low,45.0
37475,test,low,33.0
71444,test,low,41.0
66906,test,low,25.0
19792,test,low,32.0
12232,test,low,24.0
62432,test,low,30.0
8390,test,low,29.0
71337,test,low,32.0
87099,test,low,29.0
19220,test,low,35.0
42795,test,low,26.0
91142,test,low,29.0
75593,test,low,34.0
69674,test,low,26.0
19451,test,low,32.0
51063,test,low,33.0
40278,test,low,35.0
36382,test,low,26.0
80994,test,low,31.0
43239,test,low,32.0
13731,test,low,30.0
75952,test,low,34.0
27349,test,low,36.0
44601,test,low,27.0
38699,test,low,35.0
79197,test,low,28.0
76578,test,low,38.0
36800,test,low,30.0
79814,test,low,33.0
96413,test,low,39.0
75378,test,low,34.0
16034,test,low,26.0
8500,test,low,38.0
79870,test,low,28.0
13673,test,low,29.0
85065,test,low,34.0
87616,test,low,32.0
86212,test,low,43.0
17752,test,low,30.0
49441,test,low,29.0
52887,test,low,31.0
27645,test,low,32.0
98595,test,low,40.0
58258,test,low,37.0
33095,test,low,40.0
2097,test,low,41.0
39740,test,low,25.0
94312,test,low,40.0
8570,test,low,32.0
57299,test,low,33.0
4558,test,low,20.0
77772,test,low,28.0
56447,test,low,32.0
10928,test,low,31.0
33882,test,low,33.0
75991,test,low,39.0
45947,test,low,35.0
69615,test,low,33.0
39132,test,low,32.0
2979,test,low,39.0
11925,test,low,31.0
33930,test,low,37.0
54973,test,low,38.0
64013,test,low,29.0
82029,test,low,35.0
48256,test,low,43.0
47361,test,low,49.0
17694,test,low,37.0
97710,test,low,27.0
38896,test,low,23.0
53314,test,low,41.0
76008,test,low,33.0
46037,test,low,38.0
24925,test,low,37.0
73200,test,low,43.0
69691,test,low,37.0
11328,test,low,38.0
37988,test,low,27.0
43605,test,low,31.0
99326,test,low,31.0
27988,test,low,26.0
37485,test,low,36.0
41841,test,low,32.0
1916,test,low,40.0
37624,test,low,23.0
97679,test,low,38.0
21341,test,low,36.0
27181,test,low,29.0
56478,test,low,36.0
22692,test,low,43.0
87865,test,low,26.0
25087,test,low,25.0
27905,test,low,36.0
11600,test,low,34.0
18608,test,low,27.0
39217,test,low,30.0
72287,test,low,38.0
58535,test,low,29.0
72415,test,low,29.0
36211,test,low,44.0
9360,test,low,30.0
1007,test,low,32.0
29624,test,low,20.0
22875,test,low,42.0
92712,test,low,42.0
69306,test,low,35.0
12973,test,low,21.0
66330,test,low,30.0
23108,test,low,35.0
99792,test,low,36.0
45990,test,low,42.0
44853,test,low,37.0
55787,test,low,24.0
32489,test,low,27.0
17682,test,low,29.0
91024,test,low,43.0
80716,test,low,42.0
25833,test,low,39.0
71727,test,low,36.0
53934,test,low,37.0
39153,test,low,35.0
50359,test,low,29.0
49673,test,low,25.0
94844,test,low,32.0
35469,test,low,36.0
29915,test,low,24.0
64211,test,low,36.0
82940,test,low,28.0
99562,test,low,28.0
96212,test,low,36.0
12990,test,low,43.0
72414,test,low,42.0
78033,test,low,36.0
84248,test,low,38.0
89523,test,low,25.0
16527,test,low,41.0
18123,test,low,31.0
51069,test,low,36.0
4040,test,low,28.0
12308,test,low,21.0
15523,test,low,28.0
86519,test,low,34.0
4387,test,low,34.0
91358,test,low,24.0
54706,test,low,27.0
38872,test,low,26.0
44748,test,low,28.0
63809,test,low,30.0
98296,test,low,37.0
91622,test,low,22.0
78799,test,low,25.0
45290,test,low,21.0
98010,test,low,19.0
28212,test,low,31.0
88398,test,low,31.0
21298,test,low,40.0
72035,test,low,36.0
55695,test,low,34.0
42218,test,low,32.0
37178,test,low,37.0
89777,test,low,31.0
78999,test,low,31.0
18217,test,low,28.0
99582,test,low,36.0
43479,test,low,34.0
765,test,low,24.0
62136,test,low,35.0
38142,test,low,36.0
22932,test,low,41.0
62387,test,low,31.0
4829,test,low,44.0
51446,test,low,27.0
91389,test,low,28.0
69378,test,low,35.0
89884,test,low,34.0
37195,test,low,33.0
41780,test,low,31.0
35495,test,low,26.0
96894,test,low,37.0
48777,test,low,34.0
61469,test,low,32.0
47065,test,low,40.0
34060,test,low,39.0
37873,test,low,34.0
19901,test,low,36.0
77230,test,low,31.0
99468,test,low,32.0
86010,test,low,37.0
48356,test,low,38.0
66534,test,low,28.0
1171,test,low,34.0
54183,test,low,38.0
40785,test,low,33.0
72184,test,low,32.0
77883,test,low,52.0
21731,test,low,29.0
33767,test,low,39.0
23496,test,low,35.0
68541,test,low,23.0
74456,test,low,42.0
13364,test,low,39.0
77700,test,low,42.0
4603,test,low,34.0
18154,test,low,39.0
64289,test,low,36.0
88573,test,low,41.0
57668,test,low,30.0
56390,test,low,36.0
19580,test,low,22.0
38920,test,low,31.0
11425,test,low,36.0
57002,test,low,36.0
44001,test,low,31.0
42499,test,low,29.0
10483,test,low,36.0
85077,test,low,34.0
56003,test,low,43.0
29136,test,low,42.0
15328,test,low,33.0
28030,test,low,24.0
19978,test,low,31.0
87434,test,low,45.0
71624,test,low,31.0
1041,test,low,39.0
77003,test,low,29.0
23239,test,low,31.0
53719,test,low,32.0
6080,test,low,36.0
68444,test,low,36.0
50722,test,low,37.0
93993,test,low,40.0
1690,test,low,28.0
54867,test,low,35.0
71052,test,low,23.0
20875,test,low,34.0
32106,test,low,34.0
84610,test,low,27.0
93077,test,low,38.0
74295,test,low,36.0
17227,test,low,39.0
23621,test,low,30.0
67152,test,low,30.0
59070,test,low,36.0
45513,test,low,25.0
40177,test,low,34.0
82146,test,low,26.0
69926,test,low,31.0
77731,test,low,35.0
65906,test,low,37.0
45066,test,low,24.0
48204,test,low,31.0
16954,test,low,18.0
19302,test,low,34.0
98578,test,low,31.0
47899,test,low,28.0
30286,test,low,20.0
98897,test,low,39.0
42106,test,low,32.0
92821,test,low,32.0
68983,test,low,30.0
89109,test,low,37.0
4189,test,low,30.0
57610,test,low,30.0
82040,test,low,42.0
80466,test,low,29.0
89399,test,low,26.0
23912,test,low,37.0
1043,test,low,42.0
51666,test,low,33.0
92368,test,low,36.0
50295,test,low,32.0
45312,test,low,29.0
83579,test,low,35.0
29848,test,low,27.0
28313,test,low,31.0
69619,test,low,35.0
56205,test,low,35.0
9243,test,low,35.0
19002,test,low,20.0
54397,test,low,33.0
86558,test,low,34.0
82465,test,low,43.0
24570,test,low,34.0
57196,test,low,31.0
24399,test,low,27.0
7110,test,low,35.0
563,test,low,33.0
64516,test,low,35.0
76550,test,low,27.0
35506,test,low,32.0
80224,test,low,28.0
10698,test,low,33.0
99856,test,low,35.0
26773,test,low,32.0
10856,test,low,25.0
62713,test,low,39.0
15284,test,low,30.0
68997,test,low,34.0
79574,test,low,34.0
49659,test,low,35.0
30369,test,low,30.0
6824,test,low,35.0
26029,test,low,27.0
67334,test,low,33.0
49084,test,low,27.0
19397,test,low,37.0
10865,test,low,26.0
41280,test,low,31.0
13866,test,low,43.0
14161,test,low,33.0
91974,test,low,32.0
78636,test,low,38.0
84396,test,low,30.0
49475,test,low,32.0
35212,test,low,35.0
69176,test,low,29.0
37332,test,low,30.0
90408,test,low,34.0
36491,test,low,28.0
67519,test,low,24.0
42378,test,low,33.0
94555,test,low,28.0
83883,test,low,40.0
27943,test,low,31.0
82536,test,low,37.0
40343,test,low,37.0
48138,test,low,27.0
33356,test,low,26.0
62103,test,low,31.0
541,test,low,28.0
22511,test,low,35.0
79077,test,low,34.0
15141,test,low,34.0
72964,test,low,37.0
53635,test,low,32.0
86515,test,low,39.0
10297,test,low,32.0
85201,test,low,28.0
31816,test,low,36.0
58817,test,low,34.0
64443,test,low,37.0
73172,test,low,34.0
80080,test,low,28.0
84593,test,low,36.0
44348,test,low,31.0
11076,test,low,28.0
31844,test,low,35.0
6148,test,low,28.0
3133,test,low,32.0
19689,test,low,34.0
40118,test,low,33.0
18992,test,low,26.0
99757,test,low,39.0
18649,test,low,30.0
45125,test,low,31.0
34142,test,low,27.0
5378,test,low,37.0
58986,test,low,38.0
14919,test,low,31.0
37399,test,low,35.0
76538,test,low,27.0
8248,test,low,35.0
11704,test,low,37.0
20211,test,low,20.0
35737,test,low,39.0
12690,test,low,35.0
57092,test,low,29.0
82724,test,low,38.0
13493,test,low,35.0
82907,test,low,28.0
51370,test,low,24.0
72288,test,low,30.0
64431,test,low,29.0
24978,test,low,35.0
425,test,low,27.0
86523,test,low,26.0
14530,test,low,30.0
74821,test,low,30.0
98326,test,low,39.0
4109,test,low,35.0
55904,test,low,36.0
36710,test,low,35.0
9345,test,low,29.0
73837,test,low,39.0
12769,test,low,34.0
18885,test,low,26.0
91188,test,low,36.0
27863,test,low,20.0
73574,test,low,38.0
26972,test,low,24.0
43979,test,low,36.0
99918,test,low,37.0
11265,test,low,39.0
41373,test,low,33.0
40356,test,low,31.0
2744,test,low,31.0
29657,test,low,35.0
46866,test,low,29.0
15027,test,low,38.0
30484,test,low,34.0
24451,test,low,28.0
29479,test,low,37.0
20599,test,low,39.0
11403,test,low,30.0
48623,test,low,32.0
7956,test,low,37.0
9706,test,low,30.0
10470,test,low,34.0
95205,test,low,36.0
6652,test,low,32.0
15006,test,low,43.0
72911,test,low,31.0
99636,test,low,31.0
63721,test,low,31.0
27100,test,low,31.0
89222,test,low,39.0
91206,test,low,30.0
34316,test,low,36.0
71987,test,low,34.0
50800,test,low,32.0
16060,test,low,28.0
36716,test,low,30.0
86171,test,low,32.0
678,test,low,37.0
94542,test,low,30.0
40951,test,low,36.0
99322,test,low,36.0
41962,test,low,43.0
21533,test,low,33.0
94188,test,low,31.0
36958,test,low,34.0
47088,test,low,45.0
73186,test,low,29.0
7307,test,low,37.0
19035,test,low,29.0
29019,test,low,39.0
17914,test,low,38.0
94047,test,low,40.0
82748,test,low,33.0
37615,test,low,26.0
94820,test,low,28.0
89851,test,low,27.0
29289,test,low,27.0
85689,test,low,24.0
96725,test,low,30.0
91672,test,low,35.0
68996,test,low,37.0
72231,test,low,33.0
5779,test,low,37.0
83184,test,low,37.0
72235,test,low,33.0
67311,test,low,43.0
73214,test,low,43.0
55372,test,low,34.0
14610,test,low,38.0
68829,test,low,32.0
78950,test,low,28.0
9205,test,low,29.0
46298,test,low,36.0
47612,test,low,36.0
90638,test,low,30.0
56185,test,low,32.0
3924,test,low,35.0
41501,test,low,33.0
31832,test,low,37.0
10751,test,low,26.0
89171,test,low,26.0
74436,test,low,37.0
36339,test,low,39.0
56261,test,low,35.0
39807,test,low,33.0
2518,test,low,29.0
91113,test,low,33.0
77452,test,low,25.0
79321,test,low,35.0
84261,test,low,29.0
71731,test,low,26.0
22841,test,low,36.0
75765,test,low,28.0
83207,test,low,30.0
69355,test,low,42.0
22053,test,low,30.0
70666,test,low,32.0
92277,test,low,37.0
35550,test,low,25.0
72229,test,low,38.0
82379,test,low,38.0
82254,test,low,38.0
98611,test,low,27.0
31135,test,low,29.0
35316,test,low,38.0
96415,test,low,24.0
14308,test,low,28.0
35704,test,low,36.0
29896,test,low,38.0
6222,test,low,35.0
67933,test,low,35.0
94061,test,low,41.0
35574,test,low,34.0
93803,test,low,34.0
60564,test,low,42.0
87418,test,low,28.0
9,test,low,40.0
58301,test,low,32.0
69466,test,low,41.0
42265,test,low,34.0
47596,test,low,27.0
18554,test,low,40.0
24018,test,low,32.0
10815,test,low,26.0
83704,test,low,41.0
38069,test,low,20.0
