order_id,delivery_time,district,experiment_group
1858,49.0,Purlieus,control
9423,33.0,Purlieus,control
7997,40.0,Purlieus,control
8425,49.0,Purlieus,control
6484,51.0,Purlieus,control
8426,45.0,Purlieus,control
2493,48.0,Purlieus,control
4181,38.0,Purlieus,control
1495,50.0,Purlieus,control
1074,26.0,Central,control
9282,25.0,Central,control
9053,31.0,Purlieus,control
2521,63.0,Suburb,control
10444,37.0,Purlieus,control
6009,64.0,Suburb,control
5091,40.0,Purlieus,control
4701,30.0,Purlieus,control
10428,35.0,Purlieus,control
9634,44.0,Purlieus,control
6894,48.0,Purlieus,control
2123,58.0,Purlieus,control
8497,26.0,Central,control
10278,70.0,Suburb,control
2137,35.0,Purlieus,control
10604,53.0,Purlieus,control
9666,53.0,Purlieus,control
8484,33.0,Purlieus,control
1497,46.0,Purlieus,control
6807,38.0,Purlieus,control
10475,42.0,Purlieus,control
9180,45.0,Purlieus,control
1559,53.0,Purlieus,control
3132,41.0,Purlieus,control
2681,49.0,Purlieus,control
3240,45.0,Purlieus,control
5340,50.0,Purlieus,control
6987,43.0,Purlieus,control
5043,48.0,Purlieus,control
6585,37.0,Purlieus,control
8429,39.0,Purlieus,control
1986,53.0,Purlieus,control
4409,50.0,Purlieus,control
1213,30.0,Purlieus,control
1686,43.0,Purlieus,control
1151,33.0,Purlieus,control
9418,30.0,Purlieus,control
1691,67.0,Suburb,control
6790,42.0,Purlieus,control
5764,46.0,Purlieus,control
8255,44.0,Purlieus,control
10137,35.0,Purlieus,control
9971,19.0,Central,control
7679,57.0,Purlieus,control
5692,46.0,Purlieus,control
3253,59.0,Purlieus,control
6001,47.0,Purlieus,control
10317,43.0,Purlieus,control
7645,38.0,Purlieus,control
6502,34.0,Purlieus,control
6542,39.0,Purlieus,control
10106,44.0,Purlieus,control
8381,50.0,Purlieus,control
3447,34.0,Purlieus,control
1597,28.0,Central,control
9536,38.0,Purlieus,control
5450,64.0,Suburb,control
1830,56.0,Purlieus,control
3368,39.0,Purlieus,control
3557,46.0,Purlieus,control
1018,56.0,Purlieus,control
10398,39.0,Purlieus,control
9214,37.0,Purlieus,control
8294,53.0,Purlieus,control
10970,40.0,Purlieus,control
8056,54.0,Purlieus,control
8315,32.0,Purlieus,control
10833,39.0,Purlieus,control
1382,45.0,Purlieus,control
10479,48.0,Purlieus,control
6806,31.0,Purlieus,control
10411,27.0,Central,control
6519,36.0,Purlieus,control
2548,24.0,Central,control
8670,38.0,Purlieus,control
4134,40.0,Purlieus,control
4159,54.0,Purlieus,control
10357,54.0,Purlieus,control
6384,38.0,Purlieus,control
1897,64.0,Suburb,control
5688,57.0,Purlieus,control
10744,64.0,Suburb,control
7734,33.0,Purlieus,control
10697,43.0,Purlieus,control
9008,15.0,Central,control
7638,60.0,Purlieus,control
3061,48.0,Purlieus,control
4093,48.0,Purlieus,control
7973,55.0,Purlieus,control
6970,33.0,Purlieus,control
10356,45.0,Purlieus,control
2675,45.0,Purlieus,control
4973,36.0,Purlieus,control
1003,35.0,Purlieus,control
8581,60.0,Purlieus,control
5073,46.0,Purlieus,control
9073,43.0,Purlieus,control
5950,38.0,Purlieus,control
2100,50.0,Purlieus,control
2266,56.0,Purlieus,control
1194,35.0,Purlieus,control
8529,63.0,Suburb,control
8359,53.0,Purlieus,control
9196,38.0,Purlieus,control
10272,47.0,Purlieus,control
10567,36.0,Purlieus,control
1447,31.0,Purlieus,control
6853,45.0,Purlieus,control
10950,45.0,Purlieus,control
5767,48.0,Purlieus,control
9793,27.0,Central,control
6688,36.0,Purlieus,control
4537,34.0,Purlieus,control
5331,46.0,Purlieus,control
7174,52.0,Purlieus,control
4077,41.0,Purlieus,control
9108,45.0,Purlieus,control
3434,39.0,Purlieus,control
7797,50.0,Purlieus,control
6932,52.0,Purlieus,control
10098,39.0,Purlieus,control
1094,35.0,Purlieus,control
6881,35.0,Purlieus,control
4497,44.0,Purlieus,control
1217,34.0,Purlieus,control
4491,38.0,Purlieus,control
9218,42.0,Purlieus,control
1340,53.0,Purlieus,control
1749,46.0,Purlieus,control
9488,64.0,Suburb,control
6018,39.0,Purlieus,control
5050,35.0,Purlieus,control
4401,43.0,Purlieus,control
1049,51.0,Purlieus,control
4022,42.0,Purlieus,control
11011,53.0,Purlieus,control
5498,62.0,Suburb,control
6799,43.0,Purlieus,control
6855,38.0,Purlieus,control
10708,34.0,Purlieus,control
10101,60.0,Purlieus,control
1312,56.0,Purlieus,control
7625,60.0,Purlieus,control
4988,35.0,Purlieus,control
5224,25.0,Central,control
2303,48.0,Purlieus,control
5049,44.0,Purlieus,control
9019,36.0,Purlieus,control
8881,62.0,Suburb,control
4942,50.0,Purlieus,control
5987,46.0,Purlieus,control
3613,59.0,Purlieus,control
5722,32.0,Purlieus,control
1940,52.0,Purlieus,control
6736,43.0,Purlieus,control
9213,22.0,Central,control
4425,53.0,Purlieus,control
2241,56.0,Purlieus,control
8002,42.0,Purlieus,control
1681,38.0,Purlieus,control
7662,46.0,Purlieus,control
2635,32.0,Purlieus,control
4997,56.0,Purlieus,control
8672,47.0,Purlieus,control
5034,42.0,Purlieus,control
3341,25.0,Central,control
10146,41.0,Purlieus,control
7952,20.0,Central,control
8096,50.0,Purlieus,control
8361,41.0,Purlieus,control
2254,24.0,Central,control
7699,39.0,Purlieus,control
10530,56.0,Purlieus,control
10666,47.0,Purlieus,control
3632,34.0,Purlieus,control
6353,48.0,Purlieus,control
6939,60.0,Purlieus,control
5567,45.0,Purlieus,control
5401,53.0,Purlieus,control
9375,53.0,Purlieus,control
3609,70.0,Suburb,control
7934,50.0,Purlieus,control
7486,48.0,Purlieus,control
1551,32.0,Purlieus,control
9484,56.0,Purlieus,control
6910,46.0,Purlieus,control
2332,45.0,Purlieus,control
2916,45.0,Purlieus,control
3208,34.0,Purlieus,control
3646,49.0,Purlieus,control
5356,54.0,Purlieus,control
3209,50.0,Purlieus,control
1803,55.0,Purlieus,control
3409,36.0,Purlieus,control
1794,54.0,Purlieus,control
5729,53.0,Purlieus,control
4764,65.0,Suburb,control
2809,40.0,Purlieus,control
5119,55.0,Purlieus,control
9077,44.0,Purlieus,control
5965,48.0,Purlieus,control
4923,55.0,Purlieus,control
6899,42.0,Purlieus,control
1157,52.0,Purlieus,control
5081,30.0,Purlieus,control
10709,59.0,Purlieus,control
7039,36.0,Purlieus,control
1196,55.0,Purlieus,control
3903,36.0,Purlieus,control
6237,63.0,Suburb,control
8967,46.0,Purlieus,control
2396,65.0,Suburb,control
8836,41.0,Purlieus,control
4494,56.0,Purlieus,control
3712,32.0,Purlieus,control
6138,56.0,Purlieus,control
10881,37.0,Purlieus,control
4655,52.0,Purlieus,control
4780,36.0,Purlieus,control
5876,35.0,Purlieus,control
5253,29.0,Central,control
3234,65.0,Suburb,control
8244,28.0,Central,control
7131,46.0,Purlieus,control
1056,56.0,Purlieus,control
9253,45.0,Purlieus,control
3538,46.0,Purlieus,control
8710,40.0,Purlieus,control
8340,50.0,Purlieus,control
8225,39.0,Purlieus,control
1851,38.0,Purlieus,control
7604,49.0,Purlieus,control
8511,61.0,Suburb,control
6504,55.0,Purlieus,control
4400,48.0,Purlieus,control
2951,43.0,Purlieus,control
9112,59.0,Purlieus,control
1777,50.0,Purlieus,control
9079,53.0,Purlieus,control
9982,54.0,Purlieus,control
9056,65.0,Suburb,control
1870,69.0,Suburb,control
8354,33.0,Purlieus,control
1963,41.0,Purlieus,control
1269,26.0,Central,control
4130,44.0,Purlieus,control
2180,56.0,Purlieus,control
4579,41.0,Purlieus,control
10487,32.0,Purlieus,control
2537,42.0,Purlieus,control
1587,38.0,Purlieus,control
8307,31.0,Purlieus,control
9533,25.0,Central,control
10528,59.0,Purlieus,control
9545,39.0,Purlieus,control
3666,48.0,Purlieus,control
2502,33.0,Purlieus,control
6852,56.0,Purlieus,control
2766,47.0,Purlieus,control
2876,60.0,Purlieus,control
5884,42.0,Purlieus,control
7148,54.0,Purlieus,control
5028,47.0,Purlieus,control
2828,52.0,Purlieus,control
4036,50.0,Purlieus,control
3722,23.0,Central,control
5600,47.0,Purlieus,control
3806,61.0,Suburb,control
7029,46.0,Purlieus,control
1190,57.0,Purlieus,control
5319,57.0,Purlieus,control
5300,50.0,Purlieus,control
6260,39.0,Purlieus,control
7137,40.0,Purlieus,control
10641,52.0,Purlieus,control
4289,43.0,Purlieus,control
8243,49.0,Purlieus,control
9815,48.0,Purlieus,control
7067,46.0,Purlieus,control
10288,53.0,Purlieus,control
6453,39.0,Purlieus,control
4468,38.0,Purlieus,control
7473,52.0,Purlieus,control
4232,18.0,Central,control
7719,33.0,Purlieus,control
9835,39.0,Purlieus,control
6588,38.0,Purlieus,control
6045,62.0,Suburb,control
5822,33.0,Purlieus,control
4455,54.0,Purlieus,control
10639,60.0,Purlieus,control
8907,46.0,Purlieus,control
5656,24.0,Central,control
8550,45.0,Purlieus,control
10299,16.0,Central,control
3543,47.0,Purlieus,control
2002,34.0,Purlieus,control
9508,50.0,Purlieus,control
5347,54.0,Purlieus,control
3987,61.0,Suburb,control
4600,50.0,Purlieus,control
8557,49.0,Purlieus,control
3515,46.0,Purlieus,control
7967,37.0,Purlieus,control
3972,41.0,Purlieus,control
5552,58.0,Purlieus,control
2069,37.0,Purlieus,control
7404,46.0,Purlieus,control
8108,53.0,Purlieus,control
7043,46.0,Purlieus,control
8927,31.0,Purlieus,control
2386,53.0,Purlieus,control
2330,45.0,Purlieus,control
9086,38.0,Purlieus,control
8809,36.0,Purlieus,control
3551,47.0,Purlieus,control
7138,30.0,Purlieus,control
3588,33.0,Purlieus,control
6595,53.0,Purlieus,control
2046,52.0,Purlieus,control
6480,44.0,Purlieus,control
8797,38.0,Purlieus,control
10644,49.0,Purlieus,control
10151,40.0,Purlieus,control
8858,41.0,Purlieus,control
10232,52.0,Purlieus,control
7146,39.0,Purlieus,control
2659,51.0,Purlieus,control
1093,64.0,Suburb,control
1548,49.0,Purlieus,control
9236,51.0,Purlieus,control
4062,52.0,Purlieus,control
4108,47.0,Purlieus,control
5486,46.0,Purlieus,control
5668,54.0,Purlieus,control
3767,31.0,Purlieus,control
7393,64.0,Suburb,control
3765,59.0,Purlieus,control
1680,45.0,Purlieus,control
10870,65.0,Suburb,control
4399,42.0,Purlieus,control
3031,47.0,Purlieus,control
5039,40.0,Purlieus,control
6454,49.0,Purlieus,control
9054,55.0,Purlieus,control
5596,53.0,Purlieus,control
2378,54.0,Purlieus,control
7308,27.0,Central,control
3719,47.0,Purlieus,control
3804,41.0,Purlieus,control
2655,50.0,Purlieus,control
5019,56.0,Purlieus,control
3792,63.0,Suburb,control
10469,49.0,Purlieus,control
4147,47.0,Purlieus,control
2714,45.0,Purlieus,control
4823,41.0,Purlieus,control
9611,38.0,Purlieus,control
7836,57.0,Purlieus,control
2488,36.0,Purlieus,control
8760,35.0,Purlieus,control
6019,57.0,Purlieus,control
8357,39.0,Purlieus,control
5327,46.0,Purlieus,control
5095,45.0,Purlieus,control
1429,58.0,Purlieus,control
4348,27.0,Central,control
8517,30.0,Purlieus,control
10988,74.0,Suburb,control
8261,44.0,Purlieus,control
2706,30.0,Purlieus,control
3222,29.0,Central,control
2244,33.0,Purlieus,control
6557,38.0,Purlieus,control
1387,37.0,Purlieus,control
8918,46.0,Purlieus,control
3213,41.0,Purlieus,control
9230,47.0,Purlieus,control
9170,42.0,Purlieus,control
4599,39.0,Purlieus,control
10523,47.0,Purlieus,control
5823,59.0,Purlieus,control
1659,49.0,Purlieus,control
6632,36.0,Purlieus,control
5984,37.0,Purlieus,control
5934,50.0,Purlieus,control
5371,51.0,Purlieus,control
5986,40.0,Purlieus,control
10213,32.0,Purlieus,control
10665,52.0,Purlieus,control
9364,45.0,Purlieus,control
3210,35.0,Purlieus,control
7392,43.0,Purlieus,control
4970,34.0,Purlieus,control
9586,39.0,Purlieus,control
8571,37.0,Purlieus,control
8470,42.0,Purlieus,control
5398,59.0,Purlieus,control
8339,19.0,Central,control
2200,52.0,Purlieus,control
8313,32.0,Purlieus,control
6684,44.0,Purlieus,control
3689,40.0,Purlieus,control
7910,48.0,Purlieus,control
8593,25.0,Central,control
9348,59.0,Purlieus,control
1953,42.0,Purlieus,control
6474,56.0,Purlieus,control
5194,52.0,Purlieus,control
4384,49.0,Purlieus,control
10811,50.0,Purlieus,control
7389,49.0,Purlieus,control
3898,45.0,Purlieus,control
1210,53.0,Purlieus,control
7562,40.0,Purlieus,control
5531,56.0,Purlieus,control
7366,45.0,Purlieus,control
6088,37.0,Purlieus,control
10481,44.0,Purlieus,control
2528,62.0,Suburb,control
4827,33.0,Purlieus,control
8174,42.0,Purlieus,control
2684,42.0,Purlieus,control
7079,53.0,Purlieus,control
3133,18.0,Central,control
10473,51.0,Purlieus,control
8878,40.0,Purlieus,control
8767,47.0,Purlieus,control
11018,43.0,Purlieus,control
10193,50.0,Purlieus,control
7687,33.0,Purlieus,control
5534,54.0,Purlieus,control
2399,83.0,Suburb,control
8170,26.0,Central,control
7239,50.0,Purlieus,control
10952,45.0,Purlieus,control
4129,42.0,Purlieus,control
2095,36.0,Purlieus,control
3362,54.0,Purlieus,control
7073,36.0,Purlieus,control
10424,36.0,Purlieus,control
4529,46.0,Purlieus,control
2623,48.0,Purlieus,control
1418,59.0,Purlieus,control
2375,39.0,Purlieus,control
9162,61.0,Suburb,control
10070,64.0,Suburb,control
4416,41.0,Purlieus,control
10886,66.0,Suburb,control
5153,45.0,Purlieus,control
7421,48.0,Purlieus,control
10930,46.0,Purlieus,control
10906,47.0,Purlieus,control
11012,61.0,Suburb,control
5768,36.0,Purlieus,control
8545,58.0,Purlieus,control
3435,19.0,Central,control
10625,46.0,Purlieus,control
2506,62.0,Suburb,control
4324,43.0,Purlieus,control
3036,38.0,Purlieus,control
9228,41.0,Purlieus,control
10628,46.0,Purlieus,control
9961,54.0,Purlieus,control
9386,47.0,Purlieus,control
3028,41.0,Purlieus,control
7325,34.0,Purlieus,control
8197,46.0,Purlieus,control
5546,27.0,Central,control
4546,48.0,Purlieus,control
5812,45.0,Purlieus,control
2774,32.0,Purlieus,control
5702,54.0,Purlieus,control
8487,51.0,Purlieus,control
6525,43.0,Purlieus,control
10834,48.0,Purlieus,control
4749,30.0,Purlieus,control
5785,55.0,Purlieus,control
3790,42.0,Purlieus,control
10492,40.0,Purlieus,control
3404,50.0,Purlieus,control
6838,33.0,Purlieus,control
1282,41.0,Purlieus,control
7648,40.0,Purlieus,control
10265,44.0,Purlieus,control
9652,39.0,Purlieus,control
6399,67.0,Suburb,control
8067,55.0,Purlieus,control
4765,59.0,Purlieus,control
1508,36.0,Purlieus,control
6259,58.0,Purlieus,control
4661,49.0,Purlieus,control
2259,48.0,Purlieus,control
10029,35.0,Purlieus,control
4637,38.0,Purlieus,control
6940,30.0,Purlieus,control
7211,33.0,Purlieus,control
2351,47.0,Purlieus,control
5635,45.0,Purlieus,control
1609,44.0,Purlieus,control
7770,42.0,Purlieus,control
9756,38.0,Purlieus,control
10152,40.0,Purlieus,control
9650,48.0,Purlieus,control
9582,52.0,Purlieus,control
5516,53.0,Purlieus,control
1971,41.0,Purlieus,control
9682,44.0,Purlieus,control
10514,36.0,Purlieus,control
10571,58.0,Purlieus,control
8683,63.0,Suburb,control
3854,42.0,Purlieus,control
1661,56.0,Purlieus,control
6265,62.0,Suburb,control
9307,54.0,Purlieus,control
5681,43.0,Purlieus,control
6487,34.0,Purlieus,control
2071,19.0,Central,control
8897,39.0,Purlieus,control
4664,41.0,Purlieus,control
10678,62.0,Suburb,control
1753,58.0,Purlieus,control
6694,39.0,Purlieus,control
7141,34.0,Purlieus,control
5470,45.0,Purlieus,control
2557,37.0,Purlieus,control
8685,60.0,Purlieus,control
3614,34.0,Purlieus,control
2297,41.0,Purlieus,control
8329,37.0,Purlieus,control
2234,52.0,Purlieus,control
7462,59.0,Purlieus,control
5014,53.0,Purlieus,control
9635,54.0,Purlieus,control
3944,35.0,Purlieus,control
8035,55.0,Purlieus,control
1991,53.0,Purlieus,control
7396,54.0,Purlieus,control
5727,51.0,Purlieus,control
6845,27.0,Central,control
10105,51.0,Purlieus,control
3265,45.0,Purlieus,control
6210,37.0,Purlieus,control
1635,53.0,Purlieus,control
5038,48.0,Purlieus,control
9234,35.0,Purlieus,control
7803,45.0,Purlieus,control
9363,58.0,Purlieus,control
8160,43.0,Purlieus,control
3221,44.0,Purlieus,control
4890,45.0,Purlieus,control
6562,39.0,Purlieus,control
5380,55.0,Purlieus,control
5732,44.0,Purlieus,control
10445,64.0,Suburb,control
9010,58.0,Purlieus,control
6709,44.0,Purlieus,control
7957,38.0,Purlieus,control
7041,29.0,Central,control
1010,44.0,Purlieus,control
1736,38.0,Purlieus,control
1379,47.0,Purlieus,control
8653,51.0,Purlieus,control
6724,39.0,Purlieus,control
2047,72.0,Suburb,control
1031,35.0,Purlieus,control
10291,56.0,Purlieus,control
6428,56.0,Purlieus,control
10949,63.0,Suburb,control
1370,64.0,Suburb,control
10131,58.0,Purlieus,control
1552,47.0,Purlieus,control
5017,52.0,Purlieus,control
5813,59.0,Purlieus,control
6755,46.0,Purlieus,control
2512,50.0,Purlieus,control
4508,54.0,Purlieus,control
4211,52.0,Purlieus,control
3708,45.0,Purlieus,control
9042,56.0,Purlieus,control
3407,45.0,Purlieus,control
2445,48.0,Purlieus,control
4731,35.0,Purlieus,control
3202,50.0,Purlieus,control
5413,33.0,Purlieus,control
1965,41.0,Purlieus,control
1100,40.0,Purlieus,control
10626,37.0,Purlieus,control
4426,43.0,Purlieus,control
5817,50.0,Purlieus,control
9463,54.0,Purlieus,control
5794,55.0,Purlieus,control
1465,47.0,Purlieus,control
10578,42.0,Purlieus,control
1428,41.0,Purlieus,control
2487,55.0,Purlieus,control
2437,59.0,Purlieus,control
10183,38.0,Purlieus,control
5146,43.0,Purlieus,control
5861,38.0,Purlieus,control
5157,46.0,Purlieus,control
6175,28.0,Central,control
6169,54.0,Purlieus,control
4859,45.0,Purlieus,control
6306,46.0,Purlieus,control
6873,49.0,Purlieus,control
2236,43.0,Purlieus,control
5826,60.0,Purlieus,control
3841,49.0,Purlieus,control
1044,36.0,Purlieus,control
3218,54.0,Purlieus,control
4648,44.0,Purlieus,control
4933,31.0,Purlieus,control
1287,54.0,Purlieus,control
5574,34.0,Purlieus,control
7751,47.0,Purlieus,control
7610,52.0,Purlieus,control
5294,67.0,Suburb,control
9646,53.0,Purlieus,control
1824,45.0,Purlieus,control
1689,39.0,Purlieus,control
3063,48.0,Purlieus,control
7204,41.0,Purlieus,control
2877,39.0,Purlieus,control
7964,26.0,Central,control
4938,61.0,Suburb,control
3627,35.0,Purlieus,control
8443,54.0,Purlieus,control
3647,48.0,Purlieus,control
2965,40.0,Purlieus,control
3116,51.0,Purlieus,control
5557,45.0,Purlieus,control
2792,43.0,Purlieus,control
6718,57.0,Purlieus,control
10360,52.0,Purlieus,control
5602,42.0,Purlieus,control
6918,54.0,Purlieus,control
3733,37.0,Purlieus,control
10364,49.0,Purlieus,control
1976,44.0,Purlieus,control
3936,37.0,Purlieus,control
1922,57.0,Purlieus,control
2702,32.0,Purlieus,control
3104,40.0,Purlieus,control
3029,44.0,Purlieus,control
2717,42.0,Purlieus,control
8229,53.0,Purlieus,control
5562,59.0,Purlieus,control
2802,54.0,Purlieus,control
3305,24.0,Central,control
6160,50.0,Purlieus,control
9200,46.0,Purlieus,control
3817,22.0,Central,control
7623,36.0,Purlieus,control
4835,41.0,Purlieus,control
10791,40.0,Purlieus,control
2430,47.0,Purlieus,control
8319,36.0,Purlieus,control
6182,42.0,Purlieus,control
4549,40.0,Purlieus,control
5932,30.0,Purlieus,control
10302,40.0,Purlieus,control
10355,55.0,Purlieus,control
9428,46.0,Purlieus,control
10595,51.0,Purlieus,control
9153,45.0,Purlieus,control
5893,41.0,Purlieus,control
8566,43.0,Purlieus,control
4714,46.0,Purlieus,control
6311,35.0,Purlieus,control
1543,51.0,Purlieus,control
8336,39.0,Purlieus,control
4080,29.0,Central,control
9930,64.0,Suburb,control
2667,53.0,Purlieus,control
5532,57.0,Purlieus,control
9535,52.0,Purlieus,control
3411,39.0,Purlieus,control
7908,55.0,Purlieus,control
1742,33.0,Purlieus,control
4039,55.0,Purlieus,control
9327,40.0,Purlieus,control
8753,45.0,Purlieus,control
4197,46.0,Purlieus,control
4831,36.0,Purlieus,control
8447,47.0,Purlieus,control
6212,65.0,Suburb,control
4798,44.0,Purlieus,control
10432,63.0,Suburb,control
10021,50.0,Purlieus,control
8521,45.0,Purlieus,control
10616,43.0,Purlieus,control
3661,48.0,Purlieus,control
10204,58.0,Purlieus,control
6093,46.0,Purlieus,control
10227,47.0,Purlieus,control
8808,53.0,Purlieus,control
1337,55.0,Purlieus,control
5915,39.0,Purlieus,control
9834,48.0,Purlieus,control
1612,53.0,Purlieus,control
10869,43.0,Purlieus,control
9114,34.0,Purlieus,control
8901,58.0,Purlieus,control
3681,35.0,Purlieus,control
6591,40.0,Purlieus,control
5580,52.0,Purlieus,control
10671,44.0,Purlieus,control
4272,54.0,Purlieus,control
3281,56.0,Purlieus,control
5052,44.0,Purlieus,control
6538,41.0,Purlieus,control
3545,42.0,Purlieus,control
7022,50.0,Purlieus,control
6458,50.0,Purlieus,control
8385,42.0,Purlieus,control
10462,39.0,Purlieus,control
8391,36.0,Purlieus,control
8799,50.0,Purlieus,control
10474,55.0,Purlieus,control
10332,43.0,Purlieus,control
1807,66.0,Suburb,control
7289,45.0,Purlieus,control
10832,35.0,Purlieus,control
1789,44.0,Purlieus,control
1646,50.0,Purlieus,control
4231,46.0,Purlieus,control
4872,47.0,Purlieus,control
2801,56.0,Purlieus,control
7672,56.0,Purlieus,control
3282,41.0,Purlieus,control
1215,60.0,Purlieus,control
5553,49.0,Purlieus,control
6965,23.0,Central,control
5418,50.0,Purlieus,control
6786,34.0,Purlieus,control
4351,43.0,Purlieus,control
8268,44.0,Purlieus,control
3884,47.0,Purlieus,control
2178,46.0,Purlieus,control
2131,59.0,Purlieus,control
2629,46.0,Purlieus,control
6409,53.0,Purlieus,control
5044,36.0,Purlieus,control
8145,42.0,Purlieus,control
5120,56.0,Purlieus,control
3887,64.0,Suburb,control
8342,33.0,Purlieus,control
3049,33.0,Purlieus,control
9201,74.0,Suburb,control
6914,48.0,Purlieus,control
8050,64.0,Suburb,control
9477,41.0,Purlieus,control
4158,36.0,Purlieus,control
3483,39.0,Purlieus,control
2561,52.0,Purlieus,control
3172,41.0,Purlieus,control
7810,47.0,Purlieus,control
9066,29.0,Central,control
3777,26.0,Central,control
4248,61.0,Suburb,control
1112,49.0,Purlieus,control
3204,42.0,Purlieus,control
7871,53.0,Purlieus,control
3836,43.0,Purlieus,control
8393,16.0,Central,control
5389,47.0,Purlieus,control
7622,48.0,Purlieus,control
2318,42.0,Purlieus,control
2510,41.0,Purlieus,control
5900,24.0,Central,control
1127,46.0,Purlieus,control
4972,42.0,Purlieus,control
4277,53.0,Purlieus,control
1775,66.0,Suburb,control
7254,49.0,Purlieus,control
5149,39.0,Purlieus,control
4617,38.0,Purlieus,control
5085,46.0,Purlieus,control
8964,43.0,Purlieus,control
6235,49.0,Purlieus,control
4467,47.0,Purlieus,control
4819,52.0,Purlieus,control
9458,58.0,Purlieus,control
5310,48.0,Purlieus,control
10797,53.0,Purlieus,control
4862,36.0,Purlieus,control
7066,53.0,Purlieus,control
7163,49.0,Purlieus,control
9850,47.0,Purlieus,control
4282,41.0,Purlieus,control
4287,42.0,Purlieus,control
4357,59.0,Purlieus,control
10123,37.0,Purlieus,control
6998,45.0,Purlieus,control
9106,60.0,Purlieus,control
2935,53.0,Purlieus,control
10414,56.0,Purlieus,control
9746,50.0,Purlieus,control
10250,56.0,Purlieus,control
10852,55.0,Purlieus,control
9160,43.0,Purlieus,control
1784,48.0,Purlieus,control
9916,24.0,Central,control
7089,46.0,Purlieus,control
8795,52.0,Purlieus,control
1384,38.0,Purlieus,control
9505,49.0,Purlieus,control
9628,56.0,Purlieus,control
1259,57.0,Purlieus,control
4838,40.0,Purlieus,control
3048,44.0,Purlieus,control
1934,49.0,Purlieus,control
5936,50.0,Purlieus,control
8283,40.0,Purlieus,control
5258,37.0,Purlieus,control
4133,49.0,Purlieus,control
1772,51.0,Purlieus,control
2602,45.0,Purlieus,control
2781,57.0,Purlieus,control
5980,37.0,Purlieus,control
2301,40.0,Purlieus,control
5235,47.0,Purlieus,control
4041,52.0,Purlieus,control
11070,44.0,Purlieus,control
10482,37.0,Purlieus,control
10485,54.0,Purlieus,control
6156,48.0,Purlieus,control
1544,51.0,Purlieus,control
5438,40.0,Purlieus,control
5628,57.0,Purlieus,control
10046,31.0,Purlieus,control
3869,57.0,Purlieus,control
4748,43.0,Purlieus,control
1134,40.0,Purlieus,control
9433,48.0,Purlieus,control
8493,42.0,Purlieus,control
6171,42.0,Purlieus,control
2269,49.0,Purlieus,control
9358,58.0,Purlieus,control
2921,51.0,Purlieus,control
6033,42.0,Purlieus,control
10203,55.0,Purlieus,control
2962,38.0,Purlieus,control
5407,51.0,Purlieus,control
3631,62.0,Suburb,control
5848,42.0,Purlieus,control
6516,45.0,Purlieus,control
3081,69.0,Suburb,control
2949,41.0,Purlieus,control
2514,51.0,Purlieus,control
8485,37.0,Purlieus,control
1266,65.0,Suburb,control
8708,34.0,Purlieus,control
5287,33.0,Purlieus,control
10073,44.0,Purlieus,control
1801,43.0,Purlieus,control
5938,34.0,Purlieus,control
3831,43.0,Purlieus,control
8695,32.0,Purlieus,control
10126,22.0,Central,control
5517,47.0,Purlieus,control
1928,44.0,Purlieus,control
8250,37.0,Purlieus,control
3220,44.0,Purlieus,control
7083,34.0,Purlieus,control
7078,38.0,Purlieus,control
5775,46.0,Purlieus,control
7405,40.0,Purlieus,control
10148,43.0,Purlieus,control
7017,57.0,Purlieus,control
3207,40.0,Purlieus,control
5929,26.0,Central,control
4106,42.0,Purlieus,control
6908,47.0,Purlieus,control
4762,42.0,Purlieus,control
6861,58.0,Purlieus,control
5806,43.0,Purlieus,control
5660,53.0,Purlieus,control
3812,27.0,Central,control
7319,34.0,Purlieus,control
10546,41.0,Purlieus,control
4925,52.0,Purlieus,control
9510,37.0,Purlieus,control
10670,45.0,Purlieus,control
4033,45.0,Purlieus,control
4218,54.0,Purlieus,control
8884,26.0,Central,control
5698,43.0,Purlieus,control
2608,57.0,Purlieus,control
3090,49.0,Purlieus,control
1264,37.0,Purlieus,control
2664,58.0,Purlieus,control
1055,38.0,Purlieus,control
7959,43.0,Purlieus,control
6226,52.0,Purlieus,control
4350,50.0,Purlieus,control
3112,46.0,Purlieus,control
10361,47.0,Purlieus,control
7652,42.0,Purlieus,control
5867,42.0,Purlieus,control
5131,42.0,Purlieus,control
5724,47.0,Purlieus,control
4873,43.0,Purlieus,control
8729,72.0,Suburb,control
4902,47.0,Purlieus,control
10446,49.0,Purlieus,control
1089,51.0,Purlieus,control
3145,49.0,Purlieus,control
9818,35.0,Purlieus,control
1793,56.0,Purlieus,control
4961,41.0,Purlieus,control
7583,33.0,Purlieus,control
1354,83.0,Suburb,control
9468,50.0,Purlieus,control
7533,45.0,Purlieus,control
9806,32.0,Purlieus,control
8446,33.0,Purlieus,control
8302,45.0,Purlieus,control
9738,45.0,Purlieus,control
8768,48.0,Purlieus,control
9144,45.0,Purlieus,control
4516,36.0,Purlieus,control
6949,32.0,Purlieus,control
9532,44.0,Purlieus,control
6955,54.0,Purlieus,control
5435,27.0,Central,control
8341,45.0,Purlieus,control
2337,37.0,Purlieus,control
5159,35.0,Purlieus,control
8090,49.0,Purlieus,control
5158,44.0,Purlieus,control
4239,44.0,Purlieus,control
4999,39.0,Purlieus,control
3640,40.0,Purlieus,control
1547,38.0,Purlieus,control
5405,49.0,Purlieus,control
