,order_id,order_value,promo_type
28826,89013446,19,no_promo
28827,89024140,29,no_promo
28828,89039029,33,no_promo
28829,89074349,32,SALE15
28830,89004363,28,SALE15
28831,89000149,38,no_promo
28832,89017575,30,no_promo
28833,89041484,27,no_promo
28834,89055152,38,no_promo
28835,89032155,25,no_promo
28836,89001975,16,no_promo
28837,89034313,37,no_promo
28838,89050439,42,no_promo
28839,89035764,5,no_promo
28840,89054334,47,no_promo
28841,89057365,28,no_promo
28842,89038382,24,no_promo
28843,89020434,22,no_promo
28844,88990007,27,no_promo
28845,89031194,46,no_promo
28846,89073991,20,no_promo
28847,89018578,25,no_promo
28848,89036543,25,no_promo
28849,89006887,24,no_promo
28850,89027144,25,no_promo
28851,89047927,35,no_promo
28852,89068244,22,no_promo
28853,89013662,34,no_promo
28854,89015953,33,no_promo
28855,89024796,37,no_promo
28856,88996396,40,no_promo
28857,89027500,32,no_promo
28858,88982981,31,no_promo
28859,88984684,45,SALE15
28860,88995475,28,no_promo
28861,89073298,37,no_promo
28862,88989049,26,no_promo
28863,88992736,31,no_promo
28864,88998836,37,no_promo
28865,89008459,26,no_promo
28866,89052989,21,no_promo
28867,89025685,35,no_promo
28868,89047272,24,no_promo
28869,88995986,40,no_promo
28870,89055768,28,no_promo
28871,88980715,30,no_promo
28872,89074719,15,no_promo
28873,89058999,25,no_promo
28874,89064724,40,no_promo
28875,89058554,23,no_promo
28876,89069106,28,no_promo
28877,89017322,35,no_promo
28878,89028211,21,no_promo
28879,88978045,30,no_promo
28880,89058581,21,no_promo
28881,89023019,36,no_promo
28882,89058666,39,no_promo
28883,89012530,20,no_promo
28884,89031461,40,no_promo
28885,88994231,24,no_promo
28886,89044911,35,no_promo
28887,89035310,39,no_promo
28888,89074443,36,no_promo
28889,88995629,38,no_promo
28890,89016316,12,no_promo
28891,89017925,38,no_promo
28892,88992183,40,no_promo
28893,88995086,21,no_promo
28894,89006250,31,no_promo
28895,89009371,24,no_promo
28896,89007612,20,no_promo
28897,89036662,31,no_promo
28898,89030436,39,SALE15
28899,89052164,40,no_promo
28900,89044291,33,no_promo
28901,88986967,28,no_promo
28902,88983855,33,no_promo
28903,89076605,41,no_promo
28904,89060170,29,no_promo
28905,89033496,38,no_promo
28906,89073194,25,no_promo
28907,89073437,34,no_promo
28908,89035016,18,no_promo
28909,88993600,35,no_promo
28910,89057070,33,no_promo
28911,89046310,40,no_promo
28912,89002273,31,no_promo
28913,89064285,29,no_promo
28914,89036225,23,no_promo
28915,89071070,36,no_promo
28916,89006974,33,no_promo
28917,88979239,23,no_promo
28918,89051775,46,no_promo
28919,88992389,33,no_promo
28920,89011337,19,no_promo
28921,89052803,46,no_promo
28922,89023182,31,no_promo
28923,88980861,24,no_promo
28924,89026802,41,no_promo
28925,89016423,37,no_promo
28926,88991533,27,no_promo
28927,89014208,30,no_promo
28928,89065554,42,no_promo
28929,89068399,15,no_promo
28930,89075938,19,no_promo
28931,89025391,22,no_promo
28932,89035315,44,no_promo
28933,89075567,31,no_promo
28934,89022927,30,no_promo
28935,89028271,25,no_promo
28936,89062633,33,no_promo
28937,89045698,30,no_promo
28938,88992548,28,no_promo
28939,89036634,29,no_promo
28940,89054005,22,no_promo
28941,88990377,14,no_promo
28942,89059225,29,no_promo
28943,89029564,35,no_promo
28944,89000177,39,no_promo
28945,89043457,25,SALE15
28946,88990105,26,SALE15
28947,89061497,38,no_promo
28948,88980854,37,no_promo
28949,89036137,21,no_promo
28950,89001442,22,no_promo
28951,89064039,31,no_promo
28952,89029639,30,no_promo
28953,89045908,26,no_promo
28954,89044268,30,no_promo
28955,89032721,29,no_promo
28956,88984357,29,no_promo
28957,89025124,35,no_promo
28958,89008728,16,no_promo
28959,89038480,27,no_promo
28960,89059924,25,no_promo
28961,88991265,28,no_promo
28962,89061847,7,no_promo
28963,89047242,46,SALE15
28964,89063303,29,no_promo
28965,89051009,42,no_promo
28966,89055519,29,no_promo
28967,89008121,29,no_promo
28968,88982499,35,no_promo
28969,89065100,25,no_promo
28970,89060703,26,no_promo
28971,89005864,38,no_promo
28972,89008948,6,no_promo
28973,89014060,32,no_promo
28974,88985878,38,no_promo
28975,88993516,41,no_promo
28976,89018821,27,no_promo
28977,89039263,26,no_promo
28978,89044767,23,no_promo
28979,89023554,22,no_promo
28980,89019854,40,no_promo
28981,89002146,38,no_promo
28982,89058642,29,no_promo
28983,89071452,22,no_promo
28984,89060962,23,no_promo
28985,89027898,21,no_promo
28986,89072112,30,no_promo
28987,89054911,21,no_promo
28988,89030508,22,SALE15
28989,89070857,19,no_promo
28990,89031836,36,no_promo
28991,89054795,30,no_promo
28992,89061496,15,no_promo
28993,89064906,45,SALE15
28994,89039366,24,no_promo
28995,89036728,22,no_promo
28996,89067091,33,no_promo
28997,89026263,37,no_promo
28998,89064198,20,no_promo
28999,89037781,37,no_promo
29000,89018987,24,no_promo
29001,89040657,11,no_promo
29002,89018203,44,no_promo
29003,89004280,26,no_promo
29004,88990272,24,no_promo
29005,89040633,25,no_promo
29006,89058658,26,no_promo
29007,88980440,41,no_promo
29008,89049873,33,no_promo
29009,88992040,40,no_promo
29010,89020780,25,no_promo
29011,89045414,22,no_promo
29012,89046751,14,no_promo
29013,89060729,31,no_promo
29014,89037195,45,no_promo
29015,89000904,24,no_promo
29016,89056378,13,no_promo
29017,88991623,39,no_promo
29018,88991464,25,no_promo
29019,89052591,25,no_promo
29020,88998710,42,no_promo
29021,89039992,30,no_promo
29022,88998447,33,no_promo
29023,89004494,18,no_promo
29024,89003115,18,no_promo
29025,89022092,40,no_promo
29026,88989352,23,no_promo
29027,89056090,34,no_promo
29028,89067230,34,no_promo
29029,89075546,33,no_promo
29030,88992254,30,no_promo
29031,89046222,36,no_promo
29032,89066936,39,no_promo
29033,89001689,29,no_promo
29034,89030156,33,no_promo
29035,89030769,22,no_promo
29036,89008336,33,no_promo
29037,89024858,22,no_promo
29038,89046857,26,no_promo
29039,89057545,17,no_promo
29040,89068932,20,no_promo
29041,89006423,25,no_promo
29042,89032844,25,no_promo
29043,88998204,33,SALE15
29044,89037409,38,no_promo
29045,89043660,31,no_promo
29046,89052874,30,SALE15
29047,89073882,28,no_promo
29048,89077219,47,SALE15
29049,89042182,27,no_promo
29050,89016927,30,SALE15
29051,89060048,27,no_promo
29052,89047845,34,no_promo
29053,89008776,28,no_promo
29054,89067569,35,no_promo
29055,89011624,31,no_promo
29056,89024363,30,no_promo
29057,88985204,24,no_promo
29058,89068655,35,no_promo
29059,89036443,39,no_promo
29060,89050190,23,no_promo
29061,89001513,26,no_promo
29062,89072173,40,no_promo
29063,89005072,40,no_promo
29064,88992542,36,no_promo
29065,88998345,27,no_promo
29066,89050709,29,no_promo
29067,89055323,38,no_promo
29068,88983200,27,no_promo
29069,89069594,30,no_promo
29070,88998679,26,no_promo
29071,89074756,27,SALE15
29072,89071467,28,no_promo
29073,88982626,37,no_promo
29074,89069203,23,no_promo
29075,89011501,32,no_promo
29076,89006109,22,no_promo
29077,89021984,30,no_promo
29078,89035316,24,no_promo
29079,89021591,15,no_promo
29080,88999348,25,no_promo
29081,89018295,39,SALE15
29082,89013492,31,no_promo
29083,89048679,33,no_promo
29084,89042540,37,no_promo
29085,89006196,34,no_promo
29086,89038133,34,no_promo
29087,89074155,38,no_promo
29088,88997759,13,no_promo
29089,89053886,48,no_promo
29090,89021215,24,no_promo
29091,89005309,32,no_promo
29092,89018581,34,no_promo
29093,88984747,45,no_promo
29094,89068176,34,no_promo
29095,89038839,32,no_promo
29096,89010060,26,no_promo
29097,89062413,39,no_promo
29098,88993189,39,no_promo
29099,89050919,31,no_promo
29100,88998091,39,no_promo
29101,88997251,24,no_promo
29102,89022978,32,no_promo
29103,89050904,34,no_promo
29104,89074923,41,no_promo
29105,89015356,32,SALE15
29106,89018242,42,no_promo
29107,89012153,25,no_promo
29108,89077035,21,no_promo
29109,89020877,15,no_promo
29110,89033005,8,no_promo
29111,89024230,28,no_promo
29112,89016275,37,no_promo
29113,89006467,27,no_promo
29114,89023591,25,no_promo
29115,88989732,32,no_promo
29116,88990168,27,no_promo
29117,89030890,30,no_promo
29118,89056146,13,no_promo
29119,88999801,29,no_promo
29120,89071475,35,no_promo
29121,89003455,28,no_promo
29122,89069285,31,no_promo
29123,89038467,34,no_promo
29124,89051345,38,no_promo
29125,89048075,26,no_promo
29126,89034676,21,SALE15
29127,89047979,38,no_promo
29128,89068743,32,no_promo
29129,89012361,34,no_promo
29130,89070519,28,no_promo
29131,89016809,24,no_promo
29132,89002100,24,no_promo
29133,89015517,45,no_promo
29134,89002002,25,no_promo
29135,89018617,27,no_promo
29136,89012118,28,no_promo
29137,88989961,22,no_promo
29138,88986788,35,no_promo
29139,89070327,22,no_promo
29140,88990534,28,SALE15
29141,89001361,36,no_promo
29142,89012854,26,no_promo
29143,89025607,23,no_promo
29144,88992807,30,no_promo
29145,89048481,44,no_promo
29146,88992103,26,no_promo
29147,89003287,26,no_promo
29148,88981136,28,no_promo
29149,88982721,19,no_promo
29150,89037493,30,no_promo
29151,89029784,23,SALE15
29152,88998167,39,no_promo
29153,89011833,30,no_promo
29154,89067729,36,no_promo
29155,89041104,32,no_promo
29156,89000553,29,no_promo
29157,89053225,14,no_promo
29158,89014970,30,no_promo
29159,89068206,25,no_promo
29160,88997705,24,no_promo
29161,89021841,25,no_promo
29162,89073021,41,SALE15
29163,89001642,24,no_promo
29164,88987397,16,no_promo
29165,89020785,25,no_promo
29166,89060299,30,no_promo
29167,89044719,29,no_promo
29168,89061788,28,no_promo
29169,88994809,15,no_promo
29170,88983240,34,SALE15
29171,89029160,26,no_promo
29172,89040386,44,no_promo
29173,88986648,34,no_promo
29174,89016909,28,no_promo
29175,89013104,25,no_promo
29176,89001945,26,no_promo
29177,89063822,22,no_promo
29178,88992935,22,no_promo
29179,89023058,36,no_promo
29180,89039120,28,no_promo
29181,89039746,36,no_promo
29182,89049439,24,no_promo
29183,89060280,28,no_promo
29184,89058313,19,no_promo
29185,89022110,39,no_promo
29186,89005894,27,SALE15
29187,89013331,21,no_promo
29188,88985302,23,no_promo
29189,88982446,29,no_promo
29190,89036454,28,no_promo
29191,89027548,18,SALE15
29192,88989481,41,no_promo
29193,89066415,17,no_promo
29194,88998000,23,SALE15
29195,89025416,32,no_promo
29196,89027783,32,no_promo
29197,89002640,40,no_promo
29198,89019288,35,no_promo
29199,89065449,26,no_promo
29200,89016676,25,no_promo
29201,88988339,30,no_promo
29202,88991192,22,no_promo
29203,89051800,35,no_promo
29204,88989450,40,no_promo
29205,89002380,29,no_promo
29206,89015948,36,no_promo
29207,89013078,42,no_promo
29208,89023142,28,no_promo
29209,89008495,46,SALE15
29210,89033761,29,no_promo
29211,89035130,24,no_promo
29212,88988660,32,no_promo
29213,89038142,26,no_promo
29214,89020451,33,no_promo
29215,88981549,35,no_promo
29216,89064596,32,no_promo
29217,89065896,43,no_promo
29218,89044756,35,no_promo
29219,89052955,31,no_promo
29220,89065469,39,no_promo
29221,88987281,26,no_promo
29222,89021438,34,no_promo
29223,88980954,40,no_promo
29224,89051347,24,no_promo
29225,89064946,41,no_promo
29226,89005248,34,no_promo
29227,89070845,36,no_promo
29228,88992034,34,SALE15
29229,89027512,24,no_promo
29230,88997202,21,no_promo
29231,89059734,35,no_promo
29232,89076114,26,no_promo
29233,89061122,22,no_promo
29234,89021105,29,no_promo
29235,88997992,30,no_promo
29236,89072525,21,SALE15
29237,88987829,15,SALE15
29238,89067505,33,no_promo
29239,89033570,31,no_promo
29240,89068081,24,SALE15
29241,89050068,23,no_promo
29242,89011006,12,SALE15
29243,89018838,47,no_promo
29244,88980144,27,no_promo
29245,89021972,16,no_promo
29246,88982822,26,no_promo
29247,89012758,22,no_promo
29248,89063236,44,no_promo
29249,89067712,30,no_promo
29250,89052249,34,SALE15
29251,89031746,46,SALE15
29252,89012203,20,no_promo
29253,89005646,15,no_promo
29254,89053737,47,no_promo
29255,88997288,23,no_promo
29256,89058929,27,no_promo
29257,88981047,31,no_promo
29258,89040753,15,no_promo
29259,88981636,31,no_promo
29260,89004951,34,no_promo
29261,89069284,33,no_promo
29262,89009719,33,no_promo
29263,88993421,21,no_promo
29264,89055527,36,no_promo
29265,89015346,28,no_promo
29266,89027758,32,no_promo
29267,89066377,31,no_promo
29268,89066938,41,SALE15
29269,89047305,38,no_promo
29270,88986478,31,no_promo
29271,88990758,44,SALE15
29272,89053333,33,no_promo
29273,89068576,34,no_promo
29274,89070517,33,no_promo
29275,89074548,29,no_promo
29276,89059675,40,no_promo
29277,89035799,28,no_promo
29278,89062425,34,no_promo
29279,88996746,18,no_promo
29280,89061498,26,SALE15
29281,89019884,23,no_promo
29282,88988047,18,no_promo
29283,89010820,29,no_promo
29284,89056048,33,no_promo
29285,89023927,9,no_promo
29286,89016792,26,no_promo
29287,88999397,39,no_promo
29288,89018070,28,no_promo
29289,89045326,33,no_promo
29290,89071313,26,no_promo
29291,89074909,19,no_promo
29292,88991529,25,no_promo
29293,89052223,26,no_promo
29294,89072547,19,no_promo
29295,89074117,49,no_promo
29296,88984485,39,no_promo
29297,89021866,46,no_promo
29298,89035882,27,no_promo
29299,88988906,48,no_promo
29300,89032586,38,no_promo
29301,89024761,21,SALE15
29302,89065584,26,no_promo
29303,89040973,17,no_promo
29304,89054523,39,no_promo
29305,89075436,16,no_promo
29306,88980809,31,no_promo
29307,89052007,17,no_promo
29308,88981713,18,no_promo
29309,88983762,25,no_promo
29310,89029844,30,no_promo
29311,88987410,40,no_promo
29312,88992440,35,no_promo
29313,88991836,28,no_promo
29314,89067221,15,no_promo
29315,89048472,27,no_promo
29316,89072280,24,no_promo
29317,89053097,35,no_promo
29318,89066765,35,no_promo
29319,89034593,43,no_promo
29320,88984498,28,no_promo
29321,88991795,26,no_promo
29322,88998565,42,no_promo
29323,89072108,6,no_promo
29324,89020811,40,no_promo
29325,89047284,28,no_promo
29326,88984308,36,no_promo
29327,88994124,22,no_promo
29328,89035842,27,no_promo
29329,89043838,23,no_promo
29330,88990337,29,no_promo
29331,89074418,33,no_promo
29332,89026799,19,no_promo
29333,89061602,34,no_promo
29334,89057887,45,no_promo
29335,89068888,27,no_promo
29336,89016421,41,no_promo
29337,88979914,34,no_promo
29338,89002010,32,no_promo
29339,88982000,43,no_promo
29340,89067019,29,no_promo
29341,88980130,38,no_promo
29342,88986180,24,no_promo
29343,89019617,37,no_promo
29344,89028246,29,no_promo
29345,88994528,29,no_promo
29346,89013184,30,no_promo
29347,89004589,28,SALE15
29348,89032263,35,no_promo
29349,88997791,38,no_promo
29350,89041407,31,no_promo
29351,89057811,30,no_promo
29352,89054798,39,no_promo
29353,89053174,29,no_promo
29354,89071134,32,no_promo
29355,89034141,28,no_promo
29356,89002772,37,no_promo
29357,89066259,13,no_promo
29358,88992861,33,no_promo
29359,88988781,25,no_promo
29360,89048937,32,no_promo
29361,89014891,35,no_promo
29362,89028780,22,no_promo
29363,88991290,29,no_promo
29364,89018727,24,no_promo
29365,89043045,32,no_promo
29366,89026481,28,no_promo
29367,89022565,39,no_promo
29368,89006507,25,no_promo
29369,89023982,39,SALE15
29370,89003852,35,no_promo
29371,89005342,22,no_promo
29372,89036315,17,no_promo
29373,89029338,27,no_promo
29374,88990488,30,no_promo
29375,89010403,18,no_promo
29376,88991301,30,no_promo
29377,89019189,33,no_promo
29378,88997962,27,no_promo
29379,89065239,23,no_promo
29380,89031221,25,SALE15
29381,88990391,26,no_promo
29382,89066310,27,no_promo
29383,89021875,33,no_promo
29384,88995700,30,no_promo
29385,89030613,28,no_promo
29386,89056652,32,no_promo
29387,89045971,21,no_promo
29388,89022445,16,no_promo
29389,88987294,32,SALE15
29390,89065806,26,no_promo
29391,89055074,19,SALE15
29392,89025294,31,no_promo
29393,89044336,27,no_promo
29394,89022456,34,SALE15
29395,88999820,34,no_promo
29396,89051275,34,SALE15
29397,89049108,35,SALE15
29398,88981328,23,no_promo
29399,89002630,23,SALE15
29400,89004530,36,no_promo
29401,89048990,35,no_promo
29402,88991325,14,no_promo
29403,88994245,19,SALE15
29404,89077124,14,no_promo
29405,89003928,31,no_promo
29406,88988490,30,no_promo
29407,89021766,32,no_promo
29408,89010180,46,no_promo
29409,89071775,36,no_promo
29410,88982162,34,no_promo
29411,89021035,25,no_promo
29412,88980260,19,no_promo
29413,89076437,16,no_promo
29414,89011573,19,SALE15
29415,89023116,25,no_promo
29416,89015758,56,no_promo
29417,89043279,31,no_promo
29418,89040637,18,no_promo
29419,89027191,29,no_promo
29420,89069607,23,SALE15
29421,89016339,27,SALE15
29422,89070326,30,no_promo
29423,89000622,26,no_promo
29424,89044992,23,no_promo
29425,89068039,32,no_promo
29426,88996264,34,no_promo
29427,89043508,33,no_promo
29428,89053408,25,SALE15
29429,88999186,31,no_promo
29430,88984775,32,no_promo
29431,89022275,40,no_promo
29432,89016050,24,no_promo
29433,89001575,27,no_promo
29434,89022707,33,no_promo
29435,89077013,31,no_promo
29436,89005280,25,no_promo
29437,89013370,19,no_promo
29438,89072522,45,SALE15
29439,89031575,24,no_promo
29440,89057260,33,no_promo
29441,88993347,29,no_promo
29442,89043127,6,SALE15
29443,89005651,36,no_promo
29444,89028877,41,no_promo
29445,88990839,27,no_promo
29446,89029221,44,no_promo
29447,88985190,41,no_promo
29448,88995560,21,SALE15
29449,89013979,33,no_promo
29450,89026461,35,no_promo
29451,89064944,37,no_promo
29452,89024450,29,no_promo
29453,89053609,30,no_promo
29454,88998521,38,no_promo
29455,89038158,26,no_promo
29456,88982958,33,no_promo
29457,89065737,27,no_promo
29458,88981644,26,no_promo
29459,89044184,25,SALE15
29460,89076770,22,no_promo
29461,89012686,28,no_promo
29462,89051021,37,no_promo
29463,89030962,19,no_promo
29464,88978112,28,no_promo
29465,88986634,18,no_promo
29466,88987014,27,no_promo
29467,89021982,32,SALE15
29468,89063427,29,no_promo
29469,89045443,42,no_promo
29470,89074669,24,no_promo
29471,89058729,34,no_promo
29472,89044880,23,no_promo
29473,89000701,35,SALE15
29474,89057976,31,no_promo
29475,89036578,25,no_promo
29476,89056272,34,no_promo
29477,89027647,41,no_promo
29478,89054648,31,no_promo
29479,89025702,33,no_promo
29480,88998049,32,no_promo
29481,89007269,39,no_promo
29482,89008835,42,no_promo
29483,88996177,28,no_promo
29484,89056381,29,no_promo
29485,89006051,35,no_promo
29486,89075247,31,no_promo
29487,89055268,34,no_promo
29488,88979205,33,SALE15
29489,89030736,33,SALE15
29490,89049925,47,no_promo
29491,88990251,27,no_promo
29492,89055230,28,SALE15
29493,89030663,26,no_promo
29494,89050918,35,no_promo
29495,88996672,35,no_promo
29496,89061067,28,no_promo
29497,88995144,23,no_promo
29498,89049478,24,no_promo
29499,89032717,17,no_promo
29500,89045215,20,SALE15
29501,89052759,19,no_promo
29502,89062745,28,no_promo
29503,89038670,38,SALE15
29504,89049728,31,no_promo
29505,88997950,29,no_promo
29506,89053725,27,no_promo
29507,89011472,30,no_promo
29508,88987141,27,no_promo
29509,88989205,19,no_promo
29510,88979875,31,no_promo
29511,89014129,33,no_promo
29512,89059440,24,no_promo
29513,89046091,24,no_promo
29514,88983453,26,no_promo
29515,89062863,30,no_promo
29516,88980385,28,no_promo
29517,89062739,37,no_promo
29518,89006853,24,no_promo
29519,89029453,28,no_promo
29520,89056352,37,no_promo
29521,89016918,30,no_promo
29522,89016609,33,no_promo
29523,89020571,42,no_promo
29524,89075921,27,no_promo
29525,88980731,36,SALE15
29526,88993728,19,no_promo
29527,89075662,23,no_promo
29528,89037744,29,no_promo
29529,89027302,40,no_promo
29530,88979429,28,no_promo
29531,88985225,29,no_promo
29532,88992775,34,no_promo
29533,89074461,16,no_promo
29534,89044270,30,no_promo
29535,88982382,29,no_promo
29536,89075332,17,no_promo
29537,89036890,15,no_promo
29538,89010509,21,no_promo
29539,89033771,41,no_promo
29540,89062196,36,no_promo
29541,89023066,22,no_promo
29542,89032231,36,no_promo
29543,89035426,41,no_promo
29544,89007622,10,no_promo
29545,89072697,29,no_promo
29546,89069172,25,no_promo
29547,89010089,43,no_promo
29548,89019932,22,no_promo
29549,89037884,35,no_promo
29550,89033160,37,no_promo
29551,89023778,25,no_promo
29552,89041597,33,no_promo
29553,88983271,19,no_promo
29554,89028665,14,no_promo
29555,89074580,21,no_promo
29556,89069158,29,no_promo
29557,89032751,31,no_promo
29558,89056400,29,no_promo
29559,89068797,21,SALE15
29560,89059252,36,no_promo
29561,89049823,28,no_promo
29562,89031053,29,SALE15
29563,89042524,23,no_promo
29564,89073529,32,no_promo
29565,89071473,45,no_promo
29566,89037110,24,SALE15
29567,89050683,27,no_promo
29568,89011815,27,no_promo
29569,89045812,32,no_promo
29570,89069678,28,no_promo
29571,89034418,19,no_promo
29572,89006641,33,no_promo
29573,89053550,34,no_promo
29574,89076116,35,no_promo
29575,89033415,37,no_promo
29576,89069273,27,no_promo
29577,89008157,29,no_promo
29578,88989150,36,SALE15
29579,89076595,32,no_promo
29580,89028427,23,no_promo
29581,89055657,36,no_promo
29582,89055342,28,no_promo
29583,89023093,44,no_promo
29584,89022758,33,no_promo
29585,88980515,27,no_promo
29586,89015083,33,no_promo
29587,88978850,30,no_promo
29588,89006076,35,no_promo
29589,89032882,32,no_promo
29590,89026896,37,no_promo
29591,89040315,45,no_promo
29592,89021404,34,no_promo
29593,89023907,29,no_promo
29594,89050181,37,no_promo
29595,89032905,34,no_promo
29596,89041417,21,no_promo
29597,89002938,42,no_promo
29598,89028894,38,no_promo
29599,89041633,44,no_promo
29600,89008961,25,no_promo
29601,89037107,28,no_promo
29602,89061112,35,no_promo
29603,89010925,27,no_promo
29604,89012924,34,no_promo
29605,89019999,36,no_promo
29606,88982691,26,no_promo
29607,88986775,39,no_promo
29608,89073145,30,no_promo
29609,88998658,32,no_promo
29610,89031835,38,no_promo
29611,89041156,24,no_promo
29612,89032297,33,no_promo
29613,88996614,47,no_promo
29614,89072858,32,no_promo
29615,89040707,22,no_promo
29616,89033137,28,no_promo
29617,89058559,27,no_promo
29618,89006629,27,no_promo
29619,89005063,28,no_promo
29620,89058364,20,SALE15
29621,89003741,16,no_promo
29622,89059840,22,no_promo
29623,89004507,29,no_promo
29624,89062895,39,no_promo
29625,89037461,30,no_promo
29626,89044238,34,no_promo
29627,89037415,18,no_promo
29628,89018682,25,no_promo
29629,89002321,31,no_promo
29630,89045264,31,no_promo
29631,89055520,15,SALE15
29632,89006854,27,no_promo
29633,89041846,29,no_promo
29634,89070768,35,no_promo
29635,88999712,37,no_promo
29636,89021052,44,no_promo
29637,89041138,27,no_promo
29638,89052137,27,no_promo
29639,88997953,21,no_promo
29640,89075357,36,no_promo
29641,89045740,18,no_promo
29642,88987109,32,no_promo
29643,89047506,29,no_promo
29644,88981272,39,no_promo
29645,89044044,23,no_promo
29646,89052253,28,no_promo
29647,88979203,12,no_promo
29648,89012181,31,no_promo
29649,89056888,42,no_promo
29650,89004693,20,no_promo
29651,88994540,25,no_promo
29652,89009961,27,no_promo
29653,89061013,31,no_promo
29654,89006211,31,no_promo
29655,89021688,32,no_promo
29656,88994098,20,no_promo
29657,89008690,25,no_promo
29658,89049053,22,no_promo
29659,89047014,37,no_promo
29660,89055219,29,no_promo
29661,88986192,35,no_promo
29662,89029109,34,no_promo
29663,89023646,23,no_promo
29664,89041192,42,no_promo
29665,88996924,28,no_promo
29666,89020992,32,no_promo
29667,89032567,30,no_promo
29668,89050615,40,no_promo
29669,88994774,21,no_promo
29670,89076647,40,no_promo
29671,89019787,34,no_promo
29672,89052243,26,no_promo
29673,89005518,42,no_promo
29674,88985924,24,no_promo
29675,89015387,47,SALE15
29676,88984515,37,SALE15
29677,89009734,32,no_promo
29678,89013844,25,no_promo
29679,89017702,29,no_promo
29680,89014698,27,SALE15
29681,88979797,35,SALE15
29682,89075350,14,SALE15
29683,89010083,19,no_promo
29684,89031255,32,no_promo
29685,89049007,33,no_promo
29686,89029174,32,no_promo
29687,89047373,30,no_promo
29688,89008229,36,no_promo
29689,89072057,34,SALE15
29690,89060756,31,no_promo
29691,89072757,33,no_promo
29692,89049499,22,SALE15
29693,89043348,29,SALE15
29694,89059357,35,no_promo
29695,89049448,38,no_promo
29696,89075041,30,no_promo
29697,88978380,37,no_promo
29698,89013209,41,no_promo
29699,89019513,35,no_promo
29700,89057413,21,no_promo
29701,89054722,40,no_promo
29702,89014889,21,no_promo
29703,89053004,21,no_promo
29704,88987019,28,no_promo
29705,89060055,22,no_promo
29706,88996503,41,no_promo
29707,89020981,25,SALE15
29708,89057787,29,no_promo
29709,89069065,34,no_promo
29710,89027092,33,no_promo
29711,88978404,25,no_promo
29712,88995747,37,no_promo
29713,89043341,29,no_promo
29714,89016190,38,no_promo
29715,89062563,37,no_promo
29716,89066333,22,no_promo
29717,89067587,21,no_promo
29718,89034874,35,no_promo
29719,89018751,43,no_promo
29720,89057125,26,no_promo
29721,89060097,33,no_promo
29722,88991929,36,no_promo
29723,88984116,21,no_promo
29724,89041040,30,no_promo
29725,89047670,22,no_promo
29726,89074638,22,SALE15
29727,88978797,27,no_promo
29728,89044001,15,no_promo
29729,89030972,27,no_promo
29730,88982629,27,SALE15
29731,88980453,29,SALE15
29732,88986676,40,no_promo
29733,89076526,27,no_promo
29734,89025053,36,no_promo
29735,89068483,23,no_promo
29736,89047654,24,no_promo
29737,88995757,18,no_promo
29738,88980232,31,no_promo
29739,89003851,28,no_promo
29740,88995569,16,SALE15
29741,88995772,26,no_promo
29742,89058912,35,no_promo
29743,89015783,42,SALE15
29744,89023357,22,no_promo
29745,89034428,16,no_promo
29746,89068574,28,no_promo
29747,89056832,39,no_promo
29748,89031203,31,SALE15
29749,89022315,30,no_promo
29750,89044496,20,SALE15
29751,89024167,48,no_promo
29752,89006256,33,no_promo
29753,89009558,35,no_promo
29754,88996504,9,no_promo
29755,89010917,23,no_promo
29756,89060052,24,no_promo
29757,89052296,31,no_promo
29758,88978161,11,no_promo
29759,89059295,25,no_promo
29760,89017703,38,SALE15
29761,88988926,38,no_promo
29762,88997530,34,no_promo
29763,89062091,20,no_promo
29764,89036251,27,no_promo
29765,89076161,13,no_promo
29766,89005207,40,SALE15
29767,88981316,23,no_promo
29768,89029628,31,no_promo
29769,89022912,43,no_promo
29770,88988459,13,no_promo
29771,89042093,36,no_promo
29772,89037091,25,no_promo
29773,89035431,34,no_promo
29774,89073849,34,no_promo
29775,89042384,20,no_promo
29776,89069234,34,SALE15
29777,89061183,49,no_promo
29778,89000704,26,no_promo
29779,89049349,38,SALE15
29780,89009614,25,no_promo
29781,89048681,34,no_promo
29782,89074444,26,SALE15
29783,88978474,31,no_promo
29784,89032183,42,no_promo
29785,89025910,31,no_promo
29786,89053977,13,no_promo
29787,88985390,31,no_promo
29788,89031707,16,no_promo
29789,89076431,32,no_promo
29790,88999913,31,no_promo
29791,89039636,26,no_promo
29792,88986063,32,no_promo
29793,88983729,39,no_promo
29794,89005572,30,SALE15
29795,89069296,16,no_promo
29796,89052096,37,no_promo
29797,88984244,8,no_promo
29798,89074943,14,no_promo
29799,89036665,25,no_promo
29800,89055103,32,no_promo
29801,89019964,31,no_promo
29802,89056477,34,no_promo
29803,89013738,42,no_promo
29804,88993341,20,no_promo
29805,89034882,39,no_promo
29806,89036613,34,no_promo
29807,89014279,43,no_promo
29808,89041067,38,no_promo
29809,88984115,33,no_promo
29810,89007827,34,no_promo
29811,89070917,26,SALE15
29812,89054916,14,no_promo
29813,89035349,27,SALE15
29814,89068396,23,no_promo
29815,88978868,23,no_promo
29816,89014305,18,no_promo
29817,89047422,37,no_promo
29818,89035947,20,no_promo
29819,89073278,5,no_promo
29820,89010711,49,no_promo
29821,89026485,30,no_promo
29822,88978954,30,no_promo
29823,89051937,18,no_promo
29824,89026201,31,no_promo
